Source	Target	Weight
the highway which leads towards Werham	Hugh le Schypward	1
the highway which leads towards Werham	Treyntone	1
the highway which leads towards Werham	Seuenak'	1
the highway which leads towards Werham	John de la Barewe	1
the highway which leads towards Werham	Byritone	1
the highway which leads towards Werham	the lord treasurer of Hereford	1
the highway which leads towards Werham	Richard de Braumford	1
the highway which leads towards Werham	Richard	1
the highway which leads towards Werham	Bruneshope	1
the highway which leads towards Werham	la Barewe	1
the highway which leads towards Werham	Nicholas de Reygate	1
the highway which leads towards Werham	John son of Roger de Brunsope de Hereford	1
the highway which leads towards Werham	the highway which leads towards Breyntone	1
the highway which leads towards Werham	John de la Felde	1
John de la Berne	the church lane leading towards Werham	1
John de la Berne	Hugh Ives	1
John de la Berne	Kemesynge	1
John de la Berne	Teyntone	1
John de la Berne	la Felde	1
John de la Berne	la Berne	1
John de la Berne	la Hulle	1
John de la Berne	John de Kemesynge	1
John de la Berne	Braumford'	1
John de la Berne	Hereford	1
John de la Berne	Hugh le Schypward	1
John de la Berne	Treyntone	1
John de la Berne	Seuenak'	1
John de la Berne	John de la Barewe	1
John de la Berne	Byritone	1
John de la Berne	the lord treasurer of Hereford	1
John de la Berne	Richard de Braumford	1
John de la Berne	Richard	1
John de la Berne	Bruneshope	1
John de la Berne	la Barewe	1
John de la Berne	Nicholas de Reygate	1
John de la Berne	John son of Roger de Brunsope de Hereford	1
John de la Berne	the highway which leads towards Breyntone	1
John de la Berne	John de la Felde	1
the church lane leading towards Werham	Hugh Ives	1
the church lane leading towards Werham	Kemesynge	1
the church lane leading towards Werham	Teyntone	1
the church lane leading towards Werham	la Felde	1
the church lane leading towards Werham	la Berne	1
the church lane leading towards Werham	la Hulle	1
the church lane leading towards Werham	John de Kemesynge	1
the church lane leading towards Werham	Braumford'	1
the church lane leading towards Werham	Hereford	1
the church lane leading towards Werham	Hugh le Schypward	1
the church lane leading towards Werham	Treyntone	1
the church lane leading towards Werham	Seuenak'	1
the church lane leading towards Werham	John de la Barewe	1
the church lane leading towards Werham	Byritone	1
the church lane leading towards Werham	the lord treasurer of Hereford	1
the church lane leading towards Werham	Richard de Braumford	1
the church lane leading towards Werham	Richard	1
the church lane leading towards Werham	Bruneshope	1
the church lane leading towards Werham	la Barewe	1
the church lane leading towards Werham	Nicholas de Reygate	1
the church lane leading towards Werham	John son of Roger de Brunsope de Hereford	1
the church lane leading towards Werham	the highway which leads towards Breyntone	1
the church lane leading towards Werham	John de la Felde	1
Hugh Ives	Kemesynge	1
Hugh Ives	Teyntone	1
Hugh Ives	la Felde	1
Hugh Ives	la Berne	1
Hugh Ives	la Hulle	1
Hugh Ives	John de Kemesynge	1
Hugh Ives	Braumford'	1
Hugh Ives	Hereford	1
Hugh Ives	Hugh le Schypward	1
Hugh Ives	Treyntone	1
Hugh Ives	Seuenak'	1
Hugh Ives	John de la Barewe	1
Hugh Ives	Byritone	1
Hugh Ives	the lord treasurer of Hereford	1
Hugh Ives	Richard de Braumford	1
Hugh Ives	Richard	1
Hugh Ives	Bruneshope	1
Hugh Ives	la Barewe	1
Hugh Ives	Nicholas de Reygate	1
Hugh Ives	John son of Roger de Brunsope de Hereford	1
Hugh Ives	the highway which leads towards Breyntone	1
Hugh Ives	John de la Felde	1
Kemesynge	Teyntone	1
Kemesynge	la Felde	1
Kemesynge	la Berne	1
Kemesynge	la Hulle	1
Kemesynge	John de Kemesynge	1
Kemesynge	Braumford'	1
Kemesynge	Hereford	1
Kemesynge	Hugh le Schypward	1
Kemesynge	Treyntone	1
Kemesynge	Seuenak'	1
Kemesynge	John de la Barewe	1
Kemesynge	Byritone	1
Kemesynge	the lord treasurer of Hereford	1
Kemesynge	Richard de Braumford	1
Kemesynge	Richard	1
Kemesynge	Bruneshope	1
Kemesynge	la Barewe	1
Kemesynge	Nicholas de Reygate	1
Kemesynge	John son of Roger de Brunsope de Hereford	1
Kemesynge	the highway which leads towards Breyntone	1
Kemesynge	John de la Felde	1
Teyntone	la Felde	1
Teyntone	la Berne	1
Teyntone	la Hulle	1
Teyntone	John de Kemesynge	1
Teyntone	Braumford'	1
Teyntone	Hereford	1
Teyntone	Hugh le Schypward	1
Teyntone	Treyntone	1
Teyntone	Seuenak'	1
Teyntone	John de la Barewe	1
Teyntone	Byritone	1
Teyntone	the lord treasurer of Hereford	1
Teyntone	Richard de Braumford	1
Teyntone	Richard	1
Teyntone	Bruneshope	1
Teyntone	la Barewe	1
Teyntone	Nicholas de Reygate	1
Teyntone	John son of Roger de Brunsope de Hereford	1
Teyntone	the highway which leads towards Breyntone	1
Teyntone	John de la Felde	1
la Felde	la Berne	1
la Felde	la Hulle	1
la Felde	John de Kemesynge	1
la Felde	Braumford'	1
la Felde	Hereford	1
la Felde	Hugh le Schypward	1
la Felde	Treyntone	1
la Felde	Seuenak'	1
la Felde	John de la Barewe	1
la Felde	Byritone	1
la Felde	the lord treasurer of Hereford	1
la Felde	Richard de Braumford	1
la Felde	Richard	1
la Felde	Bruneshope	1
la Felde	la Barewe	1
la Felde	Nicholas de Reygate	1
la Felde	John son of Roger de Brunsope de Hereford	1
la Felde	the highway which leads towards Breyntone	1
la Felde	John de la Felde	1
la Berne	la Hulle	1
la Berne	John de Kemesynge	1
la Berne	Braumford'	1
la Berne	Hereford	1
la Berne	Hugh le Schypward	1
la Berne	Treyntone	1
la Berne	Seuenak'	1
la Berne	John de la Barewe	1
la Berne	Byritone	1
la Berne	the lord treasurer of Hereford	1
la Berne	Richard de Braumford	1
la Berne	Richard	1
la Berne	Bruneshope	1
la Berne	la Barewe	1
la Berne	Nicholas de Reygate	1
la Berne	John son of Roger de Brunsope de Hereford	1
la Berne	the highway which leads towards Breyntone	1
la Berne	John de la Felde	1
la Hulle	John de Kemesynge	1
la Hulle	Braumford'	1
la Hulle	Hereford	1
la Hulle	Hugh le Schypward	1
la Hulle	Treyntone	1
la Hulle	Seuenak'	1
la Hulle	John de la Barewe	1
la Hulle	Byritone	1
la Hulle	the lord treasurer of Hereford	1
la Hulle	Richard de Braumford	1
la Hulle	Richard	1
la Hulle	Bruneshope	1
la Hulle	la Barewe	1
la Hulle	Nicholas de Reygate	1
la Hulle	John son of Roger de Brunsope de Hereford	1
la Hulle	the highway which leads towards Breyntone	1
la Hulle	John de la Felde	1
John de Kemesynge	Braumford'	1
John de Kemesynge	Hugh le Schypward	1
John de Kemesynge	Treyntone	1
John de Kemesynge	Seuenak'	1
John de Kemesynge	John de la Barewe	1
John de Kemesynge	Byritone	1
John de Kemesynge	the lord treasurer of Hereford	1
John de Kemesynge	Richard de Braumford	1
John de Kemesynge	Richard	1
John de Kemesynge	la Barewe	1
John de Kemesynge	Nicholas de Reygate	1
John de Kemesynge	John son of Roger de Brunsope de Hereford	1
John de Kemesynge	the highway which leads towards Breyntone	1
John de Kemesynge	John de la Felde	1
Braumford'	Hereford	2
Braumford'	Hugh le Schypward	1
Braumford'	Treyntone	1
Braumford'	Seuenak'	1
Braumford'	John de la Barewe	1
Braumford'	Byritone	1
Braumford'	the lord treasurer of Hereford	1
Braumford'	Richard de Braumford	2
Braumford'	Richard	1
Braumford'	Bruneshope	2
Braumford'	la Barewe	1
Braumford'	Nicholas de Reygate	2
Braumford'	John son of Roger de Brunsope de Hereford	2
Braumford'	the highway which leads towards Breyntone	1
Braumford'	John de la Felde	1
Hereford	Treyntone	1
Hereford	Seuenak'	1
Hereford	Byritone	1
Hereford	the lord treasurer of Hereford	1
Hereford	Richard de Braumford	2
Hereford	John son of Roger de Brunsope de Hereford	2
Hereford	the highway which leads towards Breyntone	1
Hugh le Schypward	Treyntone	1
Hugh le Schypward	Seuenak'	1
Hugh le Schypward	John de la Barewe	1
Hugh le Schypward	Byritone	1
Hugh le Schypward	the lord treasurer of Hereford	1
Hugh le Schypward	Richard de Braumford	1
Hugh le Schypward	Richard	1
Hugh le Schypward	Bruneshope	1
Hugh le Schypward	la Barewe	1
Hugh le Schypward	Nicholas de Reygate	1
Hugh le Schypward	John son of Roger de Brunsope de Hereford	1
Hugh le Schypward	the highway which leads towards Breyntone	1
Hugh le Schypward	John de la Felde	1
Treyntone	Seuenak'	1
Treyntone	John de la Barewe	1
Treyntone	Byritone	1
Treyntone	the lord treasurer of Hereford	1
Treyntone	Richard de Braumford	1
Treyntone	Richard	1
Treyntone	Bruneshope	1
Treyntone	la Barewe	1
Treyntone	Nicholas de Reygate	1
Treyntone	John son of Roger de Brunsope de Hereford	1
Treyntone	the highway which leads towards Breyntone	1
Treyntone	John de la Felde	1
Seuenak'	John de la Barewe	1
Seuenak'	Byritone	1
Seuenak'	the lord treasurer of Hereford	1
Seuenak'	Richard de Braumford	1
Seuenak'	Richard	1
Seuenak'	Bruneshope	1
Seuenak'	la Barewe	1
Seuenak'	Nicholas de Reygate	1
Seuenak'	John son of Roger de Brunsope de Hereford	1
Seuenak'	the highway which leads towards Breyntone	1
Seuenak'	John de la Felde	1
John de la Barewe	Byritone	1
John de la Barewe	the lord treasurer of Hereford	1
John de la Barewe	Richard de Braumford	1
John de la Barewe	Richard	1
John de la Barewe	Nicholas de Reygate	1
John de la Barewe	John son of Roger de Brunsope de Hereford	1
John de la Barewe	the highway which leads towards Breyntone	1
John de la Barewe	John de la Felde	1
Byritone	the lord treasurer of Hereford	1
Byritone	Richard de Braumford	1
Byritone	Richard	1
Byritone	Bruneshope	1
Byritone	la Barewe	1
Byritone	Nicholas de Reygate	1
Byritone	John son of Roger de Brunsope de Hereford	1
Byritone	the highway which leads towards Breyntone	1
Byritone	John de la Felde	1
the lord treasurer of Hereford	Richard de Braumford	1
the lord treasurer of Hereford	Richard	1
the lord treasurer of Hereford	Bruneshope	1
the lord treasurer of Hereford	la Barewe	1
the lord treasurer of Hereford	Nicholas de Reygate	1
the lord treasurer of Hereford	John son of Roger de Brunsope de Hereford	1
the lord treasurer of Hereford	the highway which leads towards Breyntone	1
the lord treasurer of Hereford	John de la Felde	1
Richard de Braumford	Richard	1
Richard de Braumford	Bruneshope	2
Richard de Braumford	la Barewe	1
Richard de Braumford	Nicholas de Reygate	2
Richard de Braumford	John son of Roger de Brunsope de Hereford	2
Richard de Braumford	the highway which leads towards Breyntone	1
Richard de Braumford	John de la Felde	1
Richard	Bruneshope	1
Richard	la Barewe	1
Richard	Nicholas de Reygate	1
Richard	John son of Roger de Brunsope de Hereford	1
Richard	the highway which leads towards Breyntone	1
Richard	John de la Felde	1
Bruneshope	la Barewe	1
Bruneshope	John son of Roger de Brunsope de Hereford	2
Bruneshope	the highway which leads towards Breyntone	1
Bruneshope	John de la Felde	1
la Barewe	Nicholas de Reygate	1
la Barewe	John son of Roger de Brunsope de Hereford	1
la Barewe	the highway which leads towards Breyntone	1
la Barewe	John de la Felde	1
Nicholas de Reygate	John son of Roger de Brunsope de Hereford	2
Nicholas de Reygate	the highway which leads towards Breyntone	1
Nicholas de Reygate	John de la Felde	1
John son of Roger de Brunsope de Hereford	the highway which leads towards Breyntone	1
John son of Roger de Brunsope de Hereford	John de la Felde	1
the highway which leads towards Breyntone	John de la Felde	1
Reygate	Roger de Brunsope	1
Richard de Braumford	Roger de Brunsope	1
Nicholas de Reygate	Roger de Brunsope	1
John son of Roger de Brunsope de Hereford	Roger de Brunsope	1
Braumford'	Roger de Brunsope	1
John [of Monmouth]	Lank'	1
John [of Monmouth]	Nasse	1
John [of Monmouth]	Monmouth	1
John [of Monmouth]	the chapter of Hereford	1
John [of Monmouth]	Blitheslowe	1
John [of Monmouth]	Llandaff	1
John [of Monmouth]	chapter of Llandaff	1
John [of Monmouth]	Albriton	1
John [of Monmouth]	Elyas de Albriton	1
John [of Monmouth]	Bykenor	1
Lank'	Nasse	1
Lank'	Monmouth	1
Lank'	the chapter of Hereford	1
Lank'	Blitheslowe	1
Lank'	Llandaff	1
Lank'	chapter of Llandaff	1
Lank'	Albriton	1
Lank'	Elyas de Albriton	1
Lank'	Bykenor	1
Nasse	Monmouth	1
Nasse	the chapter of Hereford	1
Nasse	Blitheslowe	1
Nasse	Llandaff	1
Nasse	chapter of Llandaff	1
Nasse	Albriton	1
Nasse	Elyas de Albriton	1
Nasse	Bykenor	1
Monmouth	the chapter of Hereford	1
Monmouth	Blitheslowe	1
Monmouth	Llandaff	1
Monmouth	chapter of Llandaff	1
Monmouth	Albriton	1
Monmouth	Elyas de Albriton	1
Monmouth	Bykenor	1
the chapter of Hereford	Blitheslowe	1
the chapter of Hereford	chapter of Llandaff	1
the chapter of Hereford	Albriton	1
the chapter of Hereford	Elyas de Albriton	1
the chapter of Hereford	Bykenor	1
Blitheslowe	Llandaff	1
Blitheslowe	chapter of Llandaff	1
Blitheslowe	Albriton	1
Blitheslowe	Elyas de Albriton	1
Blitheslowe	Bykenor	1
Llandaff	chapter of Llandaff	1
Llandaff	Albriton	1
Llandaff	Elyas de Albriton	1
Llandaff	Bykenor	1
chapter of Llandaff	Albriton	1
chapter of Llandaff	Elyas de Albriton	1
chapter of Llandaff	Bykenor	1
Albriton	Elyas de Albriton	1
Albriton	Bykenor	1
Elyas de Albriton	Bykenor	1
Hereford	land of John de Kemeseye	1
Hereford	Walter de Leom	1
Hereford	William le Espicer	1
land of John de Kemeseye	Roger de Ledebury	1
land of John de Kemeseye	Walter de Leom	1
land of John de Kemeseye	William le Espicer	1
land of John de Kemeseye	Richard de la Hay	1
land of John de Kemeseye	Richard Thurgrym	1
land of John de Kemeseye	Gilbert Blod	1
land of John de Kemeseye	Roger le Tailour	1
land of John de Kemeseye	John Lightfot	1
land of John de Kemeseye	Thomas Tope	1
land of John de Kemeseye	bailiff of the dean 	1
land of John de Kemeseye	John Steuenes	1
Roger de Ledebury	Walter de Leom	1
Roger de Ledebury	William le Espicer	1
Roger de Ledebury	Richard de la Hay	1
Roger de Ledebury	Richard Thurgrym	1
Roger de Ledebury	John Lightfot	1
Roger de Ledebury	bailiff of the dean 	1
Roger de Ledebury	John Steuenes	1
Walter de Leom	William le Espicer	1
Walter de Leom	Richard de la Hay	1
Walter de Leom	Richard Thurgrym	1
Walter de Leom	Gilbert Blod	1
Walter de Leom	Roger le Tailour	1
Walter de Leom	John Lightfot	1
Walter de Leom	Thomas Tope	1
Walter de Leom	bailiff of the dean 	1
Walter de Leom	John Steuenes	1
William le Espicer	Richard de la Hay	1
William le Espicer	Richard Thurgrym	1
William le Espicer	Gilbert Blod	1
William le Espicer	Roger le Tailour	1
William le Espicer	John Lightfot	1
William le Espicer	Thomas Tope	1
William le Espicer	bailiff of the dean 	1
William le Espicer	John Steuenes	1
Richard de la Hay	Richard Thurgrym	1
Richard de la Hay	Gilbert Blod	1
Richard de la Hay	Roger le Tailour	1
Richard de la Hay	John Lightfot	1
Richard de la Hay	bailiff of the dean 	1
Richard de la Hay	John Steuenes	1
Richard Thurgrym	Thomas Tope	1
Richard Thurgrym	bailiff of the dean 	1
Richard Thurgrym	John Steuenes	1
Gilbert Blod	Thomas Tope	2
Gilbert Blod	bailiff of the dean 	1
Gilbert Blod	John Steuenes	1
Roger le Tailour	Thomas Tope	1
Roger le Tailour	bailiff of the dean 	1
Roger le Tailour	John Steuenes	1
John Lightfot	Thomas Tope	2
John Lightfot	bailiff of the dean 	1
John Lightfot	John Steuenes	1
Thomas Tope	bailiff of the dean 	1
Thomas Tope	John Steuenes	1
bailiff of the dean 	John Steuenes	1
cathedral church of Hereford	Hereford	1
cathedral church of Hereford	dean and chapter of Hereford	1
cathedral church of Hereford	Magna Marcleye	1
cathedral church of Hereford	Henry le Waleys de Magna Marcleye	1
cathedral church of Hereford	Sancto Albano	1
Hereford	Magna Marcleye	1
Hereford	Henry le Waleys de Magna Marcleye	1
Hereford	Sancto Albano	1
dean and chapter of Hereford	Magna Marcleye	1
dean and chapter of Hereford	Henry le Waleys de Magna Marcleye	1
dean and chapter of Hereford	Sancto Albano	1
Magna Marcleye	Henry le Waleys de Magna Marcleye	1
Magna Marcleye	Sancto Albano	1
Henry le Waleys de Magna Marcleye	Sancto Albano	1
John in the Felde	Harsecumb	1
John in the Felde	Richard de ecclesia de Hamton' in the manor of Munstreworthe	1
John in the Felde	Munstreworthe	1
John in the Felde	Gyse	1
John in the Felde	John de Clyntone	1
John in the Felde	Clyntone	1
John in the Felde	William Wyteknyght de Munstreworthe	1
John in the Felde	Roger de Munstreworthe	1
John in the Felde	Walter de Morcote	1
John in the Felde	Roger de Boyfelde	1
John in the Felde	Morcote	1
John in the Felde	Clewaresfelde	1
John in the Felde	Boyfelde	1
Harsecumb	Richard de ecclesia de Hamton' in the manor of Munstreworthe	1
Harsecumb	Munstreworthe	1
Harsecumb	Gyse	1
Harsecumb	John de Clyntone	1
Harsecumb	Clyntone	1
Harsecumb	William Wyteknyght de Munstreworthe	1
Harsecumb	Roger de Munstreworthe	1
Harsecumb	Walter de Morcote	1
Harsecumb	Roger de Boyfelde	1
Harsecumb	Morcote	1
Harsecumb	Clewaresfelde	1
Harsecumb	Boyfelde	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Munstreworthe	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Gyse	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	John de Clyntone	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Clyntone	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	William Wyteknyght de Munstreworthe	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Roger de Munstreworthe	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Walter de Morcote	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Roger de Boyfelde	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Morcote	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Clewaresfelde	1
Richard de ecclesia de Hamton' in the manor of Munstreworthe	Boyfelde	1
Munstreworthe	Gyse	1
Munstreworthe	John de Clyntone	1
Munstreworthe	Clyntone	1
Munstreworthe	William Wyteknyght de Munstreworthe	1
Munstreworthe	Roger de Munstreworthe	1
Munstreworthe	Walter de Morcote	1
Munstreworthe	Roger de Boyfelde	1
Munstreworthe	Morcote	1
Munstreworthe	Clewaresfelde	1
Munstreworthe	Boyfelde	1
Gyse	John de Clyntone	1
Gyse	Clyntone	1
Gyse	William Wyteknyght de Munstreworthe	1
Gyse	Roger de Munstreworthe	1
Gyse	Walter de Morcote	1
Gyse	Roger de Boyfelde	1
Gyse	Morcote	1
Gyse	Clewaresfelde	1
Gyse	Boyfelde	1
John de Clyntone	Clyntone	1
John de Clyntone	William Wyteknyght de Munstreworthe	1
John de Clyntone	Roger de Munstreworthe	1
John de Clyntone	Walter de Morcote	1
John de Clyntone	Roger de Boyfelde	1
John de Clyntone	Morcote	1
John de Clyntone	Clewaresfelde	1
John de Clyntone	Boyfelde	1
Clyntone	William Wyteknyght de Munstreworthe	1
Clyntone	Roger de Munstreworthe	1
Clyntone	Walter de Morcote	1
Clyntone	Roger de Boyfelde	1
Clyntone	Morcote	1
Clyntone	Clewaresfelde	1
Clyntone	Boyfelde	1
William Wyteknyght de Munstreworthe	Roger de Munstreworthe	1
William Wyteknyght de Munstreworthe	Walter de Morcote	1
William Wyteknyght de Munstreworthe	Roger de Boyfelde	1
William Wyteknyght de Munstreworthe	Morcote	1
William Wyteknyght de Munstreworthe	Clewaresfelde	1
William Wyteknyght de Munstreworthe	Boyfelde	1
Roger de Munstreworthe	Walter de Morcote	1
Roger de Munstreworthe	Roger de Boyfelde	1
Roger de Munstreworthe	Morcote	1
Roger de Munstreworthe	Clewaresfelde	1
Roger de Munstreworthe	Boyfelde	1
Walter de Morcote	Roger de Boyfelde	1
Walter de Morcote	Morcote	1
Walter de Morcote	Clewaresfelde	1
Walter de Morcote	Boyfelde	1
Roger de Boyfelde	Morcote	1
Roger de Boyfelde	Clewaresfelde	1
Roger de Boyfelde	Boyfelde	1
Morcote	Clewaresfelde	1
Morcote	Boyfelde	1
Clewaresfelde	Boyfelde	1
Badesshawe	John de Baddesawe	1
Badesshawe	Turbeuill	1
Badesshawe	William Mangant	1
Badesshawe	John Iwayn son of William de Broumia	1
Badesshawe	Lenhales	1
Badesshawe	Walter son of Henry le Reue de Waltone	1
Badesshawe	Broumia	1
Badesshawe	Nicholas atte Walle	1
Badesshawe	Waltone	1
Badesshawe	John Vyncent	1
Badesshawe	William le Calew	1
John de Baddesawe	Turbeuill	1
John de Baddesawe	William Mangant	2
John de Baddesawe	John Iwayn son of William de Broumia	1
John de Baddesawe	Lenhales	1
John de Baddesawe	Walter son of Henry le Reue de Waltone	1
John de Baddesawe	Broumia	1
John de Baddesawe	Nicholas atte Walle	1
John de Baddesawe	Waltone	1
John de Baddesawe	John Vyncent	2
John de Baddesawe	William le Calew	2
Turbeuill	William Mangant	1
Turbeuill	John Iwayn son of William de Broumia	1
Turbeuill	Lenhales	1
Turbeuill	Walter son of Henry le Reue de Waltone	1
Turbeuill	Broumia	1
Turbeuill	Nicholas atte Walle	1
Turbeuill	Waltone	1
Turbeuill	John Vyncent	1
Turbeuill	William le Calew	1
William Mangant	John Iwayn son of William de Broumia	1
William Mangant	Lenhales	1
William Mangant	Walter son of Henry le Reue de Waltone	1
William Mangant	Broumia	1
William Mangant	Nicholas atte Walle	1
William Mangant	Waltone	1
William Mangant	John Vyncent	2
William Mangant	William le Calew	2
John Iwayn son of William de Broumia	Lenhales	1
John Iwayn son of William de Broumia	Walter son of Henry le Reue de Waltone	1
John Iwayn son of William de Broumia	Broumia	1
John Iwayn son of William de Broumia	Nicholas atte Walle	1
John Iwayn son of William de Broumia	Waltone	1
John Iwayn son of William de Broumia	John Vyncent	1
John Iwayn son of William de Broumia	William le Calew	1
Lenhales	Walter son of Henry le Reue de Waltone	1
Lenhales	Broumia	1
Lenhales	Nicholas atte Walle	1
Lenhales	Waltone	1
Lenhales	John Vyncent	1
Lenhales	William le Calew	1
Walter son of Henry le Reue de Waltone	Broumia	1
Walter son of Henry le Reue de Waltone	Nicholas atte Walle	1
Walter son of Henry le Reue de Waltone	Waltone	1
Walter son of Henry le Reue de Waltone	John Vyncent	1
Walter son of Henry le Reue de Waltone	William le Calew	1
Broumia	Nicholas atte Walle	1
Broumia	Waltone	1
Broumia	John Vyncent	1
Broumia	William le Calew	1
Nicholas atte Walle	Waltone	1
Nicholas atte Walle	John Vyncent	1
Nicholas atte Walle	William le Calew	1
Waltone	John Vyncent	1
Waltone	William le Calew	1
John Vyncent	William le Calew	2
Deweswalle	John de Grene	1
Deweswalle	Stephen de Grene	1
Deweswalle	Nicholas de La Walle	1
Deweswalle	Wormetone	1
Deweswalle	William de Calewe	1
Deweswalle	John Boter	1
Deweswalle	Calewe	1
Deweswalle	La Walle	1
Deweswalle	John Vyncent	1
Deweswalle	Stephen son of William Payn	1
Deweswalle	John Iweyn	1
Deweswalle	Grene	1
John de Grene	Stephen de Grene	1
John de Grene	Nicholas de La Walle	1
John de Grene	Wormetone	1
John de Grene	William de Calewe	1
John de Grene	John Boter	1
John de Grene	Calewe	1
John de Grene	La Walle	1
John de Grene	John Vyncent	1
John de Grene	Stephen son of William Payn	1
John de Grene	John Iweyn	1
John de Grene	Grene	1
Stephen de Grene	Nicholas de La Walle	1
Stephen de Grene	Wormetone	1
Stephen de Grene	William de Calewe	1
Stephen de Grene	John Boter	1
Stephen de Grene	Calewe	1
Stephen de Grene	La Walle	1
Stephen de Grene	John Vyncent	1
Stephen de Grene	Stephen son of William Payn	1
Stephen de Grene	John Iweyn	1
Stephen de Grene	Grene	1
Nicholas de La Walle	Wormetone	1
Nicholas de La Walle	William de Calewe	1
Nicholas de La Walle	John Boter	1
Nicholas de La Walle	Calewe	1
Nicholas de La Walle	La Walle	1
Nicholas de La Walle	John Vyncent	1
Nicholas de La Walle	Stephen son of William Payn	1
Nicholas de La Walle	John Iweyn	1
Nicholas de La Walle	Grene	1
Wormetone	William de Calewe	1
Wormetone	John Boter	1
Wormetone	Calewe	1
Wormetone	La Walle	1
Wormetone	John Vyncent	1
Wormetone	Stephen son of William Payn	1
Wormetone	John Iweyn	1
Wormetone	Grene	1
William de Calewe	John Boter	1
William de Calewe	Calewe	1
William de Calewe	La Walle	1
William de Calewe	John Vyncent	1
William de Calewe	Stephen son of William Payn	1
William de Calewe	John Iweyn	1
William de Calewe	Grene	1
John Boter	Calewe	1
John Boter	La Walle	1
John Boter	John Vyncent	1
John Boter	Stephen son of William Payn	1
John Boter	John Iweyn	1
John Boter	Grene	1
Calewe	La Walle	1
Calewe	John Vyncent	1
Calewe	Stephen son of William Payn	1
Calewe	John Iweyn	1
Calewe	Grene	1
La Walle	John Vyncent	1
La Walle	Stephen son of William Payn	1
La Walle	John Iweyn	1
La Walle	Grene	1
John Vyncent	Stephen son of William Payn	1
John Vyncent	John Iweyn	2
John Vyncent	Grene	1
Stephen son of William Payn	John Iweyn	1
Stephen son of William Payn	Grene	1
John Iweyn	Grene	1
Hereford	William Mangant	1
Hereford	Sibil	1
Hereford	William Reed	1
Hereford	Roger Iwayn	1
Hereford	John Vyncent	1
Hereford	Thomas Aubrey	1
Hereford	Edmund le Walsse	1
Hereford	John Iweyn	1
Hereford	William le Calew	1
John de Baddesawe	Sibil	1
John de Baddesawe	William Reed	1
John de Baddesawe	Roger Iwayn	1
John de Baddesawe	Thomas Aubrey	1
John de Baddesawe	Edmund le Walsse	1
John de Baddesawe	John Iweyn	1
William Mangant	Sibil	1
William Mangant	William Reed	1
William Mangant	Roger Iwayn	1
William Mangant	Thomas Aubrey	1
William Mangant	Edmund le Walsse	1
William Mangant	John Iweyn	1
Sibil	William Reed	1
Sibil	Roger Iwayn	1
Sibil	John Vyncent	1
Sibil	Thomas Aubrey	1
Sibil	Edmund le Walsse	1
Sibil	John Iweyn	1
Sibil	William le Calew	1
William Reed	Roger Iwayn	1
William Reed	John Vyncent	1
William Reed	Thomas Aubrey	1
William Reed	Edmund le Walsse	1
William Reed	John Iweyn	1
William Reed	William le Calew	1
Roger Iwayn	John Vyncent	1
Roger Iwayn	Thomas Aubrey	1
Roger Iwayn	Edmund le Walsse	1
Roger Iwayn	John Iweyn	1
Roger Iwayn	William le Calew	1
John Vyncent	Thomas Aubrey	1
John Vyncent	Edmund le Walsse	1
Thomas Aubrey	Edmund le Walsse	1
Thomas Aubrey	John Iweyn	1
Thomas Aubrey	William le Calew	1
Edmund le Walsse	John Iweyn	1
Edmund le Walsse	William le Calew	1
John Iweyn	William le Calew	1
Hereford	Walter de Breynton	1
Hereford	Herdemon	1
Hereford	William le Herdemon	1
Hereford	William Noremon	1
Hereford	Mora	1
Walter de Breynton	dean and chapter of Hereford	1
Walter de Breynton	Herdemon	1
Walter de Breynton	William le Herdemon	1
Walter de Breynton	Richard	1
Walter de Breynton	Philip le Werrour	1
Walter de Breynton	Ledbury	1
Walter de Breynton	Henry de Orleton	1
Walter de Breynton	William Noremon	1
Walter de Breynton	Orleton	1
Walter de Breynton	Breynton	1
Walter de Breynton	Roger de Ledebury	1
Walter de Breynton	Mora	1
Walter de Breynton	Roger Penk	1
dean and chapter of Hereford	Herdemon	1
dean and chapter of Hereford	William le Herdemon	1
dean and chapter of Hereford	Philip le Werrour	1
dean and chapter of Hereford	Henry de Orleton	1
dean and chapter of Hereford	William Noremon	1
dean and chapter of Hereford	Roger de Ledebury	1
dean and chapter of Hereford	Mora	1
dean and chapter of Hereford	Roger Penk	1
Herdemon	William le Herdemon	1
Herdemon	Richard	1
Herdemon	Philip le Werrour	1
Herdemon	Ledbury	1
Herdemon	Henry de Orleton	1
Herdemon	William Noremon	1
Herdemon	Orleton	1
Herdemon	Breynton	1
Herdemon	Roger de Ledebury	1
Herdemon	Mora	1
Herdemon	Roger Penk	1
William le Herdemon	Richard	1
William le Herdemon	Philip le Werrour	1
William le Herdemon	Ledbury	1
William le Herdemon	Henry de Orleton	1
