UUID	Document Number	QUOTE_TRANSCRIPTION	STD_PLACE_NAME	LAT	LNG	Place Type	Role	TAGS	COMMENTS
89894da2-8faf-4c49-b115-ab14480e2e6f	HCM 1610	Gloucester	Gloucester	51.86568	-2.2431		Given at	Given at	
fb08cb86-3f69-4587-b71d-c3c8350a31f5	HCM 1610	Gloucester	Gloucester	51.86568	-2.2431		Nominative	Nominative	
e6a5d99a-8c52-4c05-b14c-84ab26bf9699	HCM 1621	Gloucester	Gloucester	51.86568	-2.2431		Nominative	Nominative	
515fcef4-aee4-4a52-856d-c5ac4517e0ba	HCM 1621	Gloucester	Gloucester	51.86568	-2.2431		Other		
1ba77220-c083-4ab2-a619-d67d5970423a	HCM 1622	Gloucester	Gloucester	51.86568	-2.2431		Given at	Given at	
d6b803f1-4982-4b64-a11f-eda98ab636d7	HCM 1622	Gloucester	Gloucester	51.86568	-2.2431		Other		
9fc05c14-c799-4c6c-b79b-955f90a9bd49	HCM 1652	Gloucester	Gloucester	51.86568	-2.2431		Other		
fc953a10-e003-4ff0-9f94-4c4fa39969dd	HCM 1657	Gloucester	Gloucester	51.86568	-2.2431		Other		
2af390cd-28ac-42b4-bd17-7a702460e98c	HCM 1658	Gloucester	Gloucester	51.86568	-2.2431		Other		
e6797314-4c84-46f2-be03-954b6a217924	HCM 1679	Gloucester	Gloucester	51.86568	-2.2431		Other		
c1268f42-8389-4a55-a591-ea7ff4d4ad0b	HCM 1682	Gloucester	Gloucester	51.86568	-2.2431		Given at	Given at	
59b6739b-cb3e-4769-b449-7c273baaa724	HCM 1682	Gloucester	Gloucester	51.86568	-2.2431		Other		
d0373fc4-b43f-463b-8481-223e33f99557	HCM 1683	Gloucester	Gloucester	51.86568	-2.2431		Given at	Given at	
f25efa17-128e-4ec2-ab3d-7e50adef5ff7	HCM 1683	Gloucester	Gloucester	51.86568	-2.2431		Other		
39a8108f-c31e-43e1-9512-7e2e48de254a	HCM 1746	Gloucester	Gloucester	51.86568	-2.2431		Other		
ef2eb3be-5ef8-456f-a122-ccdf72db75aa	HCM 2217	Gloucester	Gloucester	51.86568	-2.2431		Given at	Given at	
b920874f-42e3-4273-a593-968d36076a35	HCM 2217	Gloucester	Gloucester	51.86568	-2.2431		Nominative	Nominative	
7d11e88d-a499-4799-b106-d828729cfd18	HCM 3155	Gloucester	Gloucester	51.86568	-2.2431		Other		
94f1be1d-3804-4551-aa9e-68ac3b4c5601	HCM 1621	Gloucestershire	Gloucestershire (England)				Nominative	Nominative	
e2cacbef-176c-4f6c-b95b-35b21a3720a1	HCM 2059	Gloucestr'	Gloucester	51.86568	-2.2431		Nominative	Nominative	
2d80d5f1-e877-4345-a420-6a203938f28a	HCM 2251	Gloucestr'					Nominative	Nominative	
d78562e8-47a9-4729-ba24-1b2bd6bf93fd	HCM 2596	Gloucestr'	Gloucester	51.86568	-2.2431		Nominative	Nominative	
7b6acf13-b226-422d-a193-2caae7315be2	HCM 2874	Gloucestr'	Gloucester	51.86568	-2.2431		Nominative	Nominative	
864a13f3-dae1-479a-820c-8eee4b84d26b	HCM 758	Gloucestr'					Nominative	Nominative	Gloucester
1a28c62a-7f3e-4100-971b-5ff3a6b197e4	HCM 3215 A	Goodrich Castell’					Given at	Given at	
8097dbec-96a4-4bcb-9c70-6653b7eb7c2d	HCM 3215 A	Goodrich Castell’					Other		
81da63f3-64ab-4328-ba19-8e7776b313a4	HCM 1169	Gorewalle					Other		
4f282afa-d8be-433a-844a-71c20d11010c	HCM 2096	Gorewalle					Nominative	Nominative	
9864e5a4-8042-425f-b87b-4bf1492ba410	HCM 1703	Gosenordesbrok					Other		
70421772-56d2-4070-87b6-6f5f9ff9785f	HCM 1311	Gower	Gower	39.61083	-94.5994		Nominative	Nominative	
ea7911b0-9449-4b56-b2dc-3904af703ead	HCM 1313	Gower	Gower Region (Wales)				Nominative	Nominative	
1166ec01-f6ec-4c08-98d2-58ffcfba4ca4	HCM 1523	Gower	Gower Region (Wales)				Other		
e6662ad2-795f-4658-b75a-282eafbd0a3e	HCM 1768	Gower	Gower	39.61083	-94.5994		Nominative	Nominative	
8c799826-41c6-45db-a950-a9cedee469b5	HCM 1768	Gower	Gower	39.61083	-94.5994		Other		
73b9b637-9292-4ae8-822d-903321dc8526	HCM 174	green way (viridam viam) of the king				Street	Other	Street	
f65eeb71-b9b5-4739-bbde-32f1db4aaad4	HCM 680	Grene					Nominative	Nominative	
e2936985-0be1-4030-aba6-06e64fbc2f25	HCM 680	Grene					Other	Witness	
e1fc7ad0-de9c-46db-9cfd-80a0884b9cdf	HCM 1443	Gynes					Nominative	Nominative	
5fd3b8ca-5393-4e90-96e0-79231e06a9f4	HCM 670	Gyse	Guise	49.90055	3.62801		Nominative	Nominative	
fd5f703f-796a-45d0-b343-c3b6312e5429	HCM 2996	Gyues					Nominative	Nominative	
34a36738-e423-47e2-859f-4930df071ffd	HCM 1851	Halstede					Nominative	Nominative	
30c3fdbc-3fcf-48b6-833e-49ea02c5ff36	HCM 2145	Halton	Halton	53.31667	-2.7		Nominative	Nominative	
059b0467-e5f0-4acf-8515-a8d9b57937ff	HCM 2870	Hamenays					Nominative	Nominative	
3d29a2b0-677f-4682-ad72-af952ed80150	HCM 670	Harsecumb					Nominative	Nominative	
d4ab91fb-018f-438e-9d3c-96fd0ecb00df	HCM 608	Hathyotiscroft					Other		
180ece09-55f9-4796-9f79-48cea8d3b1bc	HCM 1581	HCM					Other		
0fef1e95-54a1-4b1f-9e14-f6a8129ec01c	HCM 2721	HCM					Other		
f3004c76-b2de-4c8f-b6cf-b1d7adcbbae5	HCM 432	HCM					Other		
8cf1c484-9a97-4622-8181-c34d039deda0	HCM 1504	he Court of Arches					Other		St Mary of the Arches, London
115ef844-c671-429b-9bf4-943824de880e	HCM 1368	Heiebur' near London	London	51.50853	-0.12574		Given at	Given at	Highbury, near London (now, a neighborhood in North London)
82d8e788-15d6-455e-b7bd-14a185e8edc7	HCM 1736	Hengham	Hingham	52.57969	0.98422		Nominative	Nominative	
b487923d-32e4-49b0-bb6e-5708f0a77b73	HCM 181	Henle					Nominative	Nominative	
b1fcea34-9e6e-41ed-a528-20ffba5d7741	HCM 1848	Henle					Nominative	Nominative	
e2dde99c-a395-4657-962c-093b5fcc29c9	HCM 755	Henle					Nominative	Nominative	
c4fcd5d8-a72f-48cb-bd7a-1c19cf0cc2cc	HCM 2666	henor';					Nominative	Nominative	
077d0b52-1c6f-42d8-87e7-e1bd5ad5d2bb	HCM 2583	Henouere					Given at	Given at	
89c0e2a7-d922-4ca5-9819-68f3a0bf420e	HCM 2583	Henouere					Nominative	Nominative	
acd7cc00-de62-4417-b1d9-762f97ecb5ab	HCM 2584	Henouere					Given at	Given at	
89a7aebc-2be5-4e99-b61d-0482a8e38c25	HCM 2584	Henouere					Nominative	Nominative	
3f817c92-19bc-4651-94d6-b08c473999dd	HCM 2589	Henouere					Nominative	Nominative	
3e901ed9-ac7f-4c8a-8465-10a5816c5425	HCM 2463	Henthlan.					Nominative	Nominative	
ffe42297-8013-42b0-82a3-4617232eb05b	HCM 700	Herdemon					Nominative	Nominative	
153fa6d1-fc21-46ab-8b59-607a94e2386d	HCM 589	Herdewyk					Given at	Given at	
a28d3f93-580a-480e-818c-d6e967df4481	HCM 1003	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
c3228e8b-4d07-49ef-a3cf-429ec5cdf744	HCM 1003	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
a252f9ac-e8ca-4961-a1c4-1819b65eca9f	HCM 1005	Hereford	Hereford	52.05684	-2.71482		Other		
977ad8ad-0eba-4829-af7f-5aa0330956ee	HCM 1023	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
cfcdfacf-6ee9-45d1-82d3-799161687b93	HCM 1023	Hereford	Hereford	52.05684	-2.71482		Other		
0677e419-e61b-41aa-b882-10209fb85131	HCM 1024	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
7751952e-81da-4c54-9b91-b628d2dd5a7c	HCM 1024	Hereford	Hereford	52.05684	-2.71482		Other		
7786a01c-dc2a-455e-b22e-0e73dd18eb5f	HCM 1025	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
bb8dc318-968d-45eb-b7e9-99de7a96b953	HCM 1025	Hereford	Hereford	52.05684	-2.71482		Other		
c6c25bf6-7ef1-4e74-9e87-664c5fb7a2be	HCM 1035	Hereford	Hereford	52.05684	-2.71482		Other		
7b5aa86e-113b-4d6b-ba8c-7dea68191e80	HCM 1049	Hereford	Hereford	52.05684	-2.71482		Other		
a9d1677e-4a3a-445e-9cc8-cfdb6416a7cb	HCM 1059	Hereford	Hereford	52.05684	-2.71482		Other		
80e74df0-6e9b-47c1-b1af-94edf0503ec2	HCM 1063	Hereford	Hereford	52.05684	-2.71482		Other		
3ede8954-32e0-4ef3-be67-8361d1ae4ac5	HCM 1065	Hereford	Hereford	52.05684	-2.71482		Other		
ac37f603-2e20-49cf-986c-57e3c9c3f619	HCM 1077	Hereford	Hereford	52.05684	-2.71482		Other		
5321b4e3-818f-4072-bdde-3729611d4cbd	HCM 1169	Hereford	Hereford	52.05684	-2.71482		Other		
ec3a930c-1f25-471e-936d-ebc573d202cf	HCM 119	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
5e9dc506-ac14-4410-9dee-e39627376a8f	HCM 119	Hereford	Hereford	52.05684	-2.71482		Other		
8c465afa-f082-4787-af0f-4f219df05e78	HCM 1264	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
23b1e82f-8248-4f85-a051-1206fee38785	HCM 1264	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
086a076b-3369-4c40-86e3-dd0edc44cd00	HCM 1264	Hereford	Hereford	52.05684	-2.71482		Other		
a4540191-07f1-4859-8b4a-df8d3a96beea	HCM 1265	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
2e9ad04d-8477-452e-a777-d80f7afe127b	HCM 1265	Hereford	Hereford	52.05684	-2.71482		Other		
45e10cdb-3e47-4934-9601-e7d96e92c702	HCM 1281	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
b76352c5-c24b-4e6f-bb2f-8e3ca6d4f622	HCM 1281	Hereford	Hereford	52.05684	-2.71482		Other		
c0b51188-4d5a-4a1b-833f-647aea318fa5	HCM 1366	Hereford	Hereford	52.05684	-2.71482		Other		
b23af6b8-c17e-4c63-88b0-51e5de0877b7	HCM 1367	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ed3b0272-0f86-4d5c-91e4-443b1576ac86	HCM 1368	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
f7f23845-074c-4e4e-9fe0-cadc7dd69705	HCM 1368	Hereford	Hereford	52.05684	-2.71482		Other		
001fadb6-1b0d-4664-b1e1-4264bbe6ef45	HCM 1417	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
36c0b4da-0333-437f-b1cf-181d0b39f932	HCM 1417	Hereford	Hereford	52.05684	-2.71482		Other		
a46c8d02-9bb3-4929-88cb-14b838a5822f	HCM 1438	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
efb090ad-a29e-44d2-9763-c32071cd1a90	HCM 1438	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
67ca20a6-d664-4cf0-9100-fe70396a2fa0	HCM 1438	Hereford	Hereford	52.05684	-2.71482		Other		
8b183702-d926-4625-9f65-f96caa472549	HCM 1439	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
dd511c14-09e3-4d33-9402-8b4fa33d0399	HCM 1441	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
79660868-6eba-4352-8fcc-1be28b046eb6	HCM 1441	Hereford	Hereford	52.05684	-2.71482		Other		
51b77379-c671-4d10-b9c9-ca82b4d3cbe3	HCM 1442	Hereford	Hereford	52.05684	-2.71482		Other		Diocese of
c6599444-3a16-451e-9a1c-a2dbc80480be	HCM 1443	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
5482e804-169f-44db-88fc-168344a37cbb	HCM 1443	Hereford	Hereford	52.05684	-2.71482		Other		
95432811-118a-42a9-9ceb-2ec9df3509d1	HCM 1485	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
8e16ac67-1e38-45bb-80bc-9b3576b5aaff	HCM 1485	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
63538cf1-2574-4892-baa8-566f1f20a6e8	HCM 1489	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
74cd52dc-da2c-4321-8b6c-301bb24552e5	HCM 1489	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
58a92212-fabf-4aab-b82a-d5db03c13104	HCM 1507 C	Hereford	Hereford	52.05684	-2.71482		Other		
7c47bc54-6b82-45a9-a1ca-718f4b9166a8	HCM 150	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
367674fb-97e7-484c-be69-cda48e2361ba	HCM 150	Hereford	Hereford	52.05684	-2.71482		Other		
c3b5a8cc-239f-4399-abbf-9cbebf1e7a46	HCM 153	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
279eb7a5-1a7f-468b-82bb-7cfdcc131937	HCM 153	Hereford	Hereford	52.05684	-2.71482		Other		
c796dd03-f470-4414-9335-c5291f389df6	HCM 1736	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	??
6c63b5c2-12b8-4723-94b8-3cc6a574e660	HCM 1752	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
04c3d8c2-1724-42f5-9198-845592f0dec6	HCM 1752	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
737c89e9-b126-41ee-b9d3-d02f456b3d0b	HCM 1752	Hereford	Hereford	52.05684	-2.71482		Other		
25c76c03-e25f-48d4-a7c3-0752cff1681d	HCM 1834	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
da7a339d-2a69-4a74-a0ca-9b655c3651fe	HCM 1836	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ba4344c1-7b16-4f1e-93b5-e6c5b9551228	HCM 1848	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ff7f1454-3dab-4947-a84f-64bb6ae0f61f	HCM 1848	Hereford	Hereford	52.05684	-2.71482		Other		
a8ab0ea3-c491-4ef1-a2e0-43d5c002bbe2	HCM 1851	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
c8e059b7-f155-4579-818a-21ae81fd6e3c	HCM 1854	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
dd0856d7-08cd-4da5-859f-f899c171100c	HCM 1929	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
e4005c8d-cf41-42c2-abaf-82e5e2f7fc41	HCM 1930	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
e7be700e-9c67-45a8-bcf8-44df597c25b3	HCM 1931	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
8d83ea31-a89e-4138-aa35-519c2cb74a5d	HCM 1931	Hereford	Hereford	52.05684	-2.71482		Other		
cf01fb38-f316-44af-8b8e-0cb75e60a764	HCM 196	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
0b6fe55c-f86c-4a79-8804-ab39526bb43c	HCM 1974	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
5c6cb1c6-77ad-4f8f-be04-233e4db2af04	HCM 1974	Hereford	Hereford	52.05684	-2.71482		Other		
72f77cf3-9636-4e07-922b-448064f95278	HCM 1975	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
52d48ecc-6454-42ca-b9e6-97e61e4e01ac	HCM 1975	Hereford	Hereford	52.05684	-2.71482		Other		
11c4215d-9ebe-4b00-9304-83318fb755cc	HCM 201	Hereford	Hereford	52.05684	-2.71482		Other		
ef49fe03-90fe-451a-b7c0-dc3ce392d22f	HCM 203	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
60500780-122d-4ad1-992e-0bb3cfccc1ad	HCM 203	Hereford	Hereford	52.05684	-2.71482		Other		
5b7fd639-b321-4f6e-9455-82268487201f	HCM 2059	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
01f07e75-e130-4e29-8f44-6748f28b9209	HCM 2059	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
365f050b-a649-41be-b581-bff2bf6ed1a7	HCM 2072	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
8d5bfa76-b0b5-4d56-8335-5d072849eeb2	HCM 2072	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
2a1c3418-b888-41cc-b2af-50ba71c24c87	HCM 2072	Hereford	Hereford	52.05684	-2.71482		Other		
2ad3bdbf-b7a1-4226-bda5-45101466634c	HCM 207	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
0f3ceec8-3fa0-40a0-96d1-a9fb32cfcb5a	HCM 207	Hereford	Hereford	52.05684	-2.71482		Other		
bedcdd4a-0b40-4d66-b78f-aaa015b225f4	HCM 2093	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
6397b283-4f7d-495c-bcb4-fc85e59e6890	HCM 2093	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
1f65ef47-7a82-4f72-aaac-9bd83ea8de65	HCM 2093	Hereford	Hereford	52.05684	-2.71482		Other		
dc11eb41-3a3d-4d9e-8753-193ce9a34840	HCM 2096	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
a3fc18a0-1ee8-4cb3-9f04-9c7ec47f333d	HCM 2096	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
a9a92395-d6e7-46c0-b40e-ba86ff3d1733	HCM 2096	Hereford	Hereford	52.05684	-2.71482		Other		
2113a73f-1c67-44c1-810a-9584b5bf0fa0	HCM 209	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
ce0f51ae-2d17-4877-a11c-9ca7afe89ff1	HCM 209	Hereford	Hereford	52.05684	-2.71482		Other		
269cc23c-022f-434d-ae3d-77d1afe8f7ea	HCM 2145	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
cfa6295c-c736-4844-b161-4ccdfb0f8703	HCM 2151	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
0f4e9980-ab2b-4648-9d44-cc8da31c06a2	HCM 2159	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
b9a96051-4e8f-460d-b887-ff51067e9ed0	HCM 2159	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
0e544dda-66f0-4ab1-95e8-0c39c444b4a4	HCM 218	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
3a57a0b8-d0ec-4733-8ae7-14a0bd1bec3d	HCM 218	Hereford					Nominative	Nominative	
d0589ba4-f415-4e8b-8c4c-3c0b482c1e3e	HCM 218	Hereford	Hereford	52.05684	-2.71482		Other		
e1f51625-794b-4464-b3e3-a1c0a6b4c636	HCM 219	Hereford	Hereford	52.05684	-2.71482		Other		
2d4c9001-c141-41b9-ad80-847032c7a241	HCM 2246	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
0148ee5e-f988-4383-b0da-48edb3120a84	HCM 2251	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ba2840b2-6991-4d6f-ad9b-c3618bc13cc2	HCM 2251	Hereford	Hereford	52.05684	-2.71482		Other		
de7918a5-06cc-4661-b3bf-69665dd45d4a	HCM 2257	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
c67fe7d5-abd1-4945-80e9-8cbff4c965ac	HCM 2260	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
94ddec73-d424-4e83-8aa3-3e4e292cfffc	HCM 2463	Hereford	Hereford	52.05684	-2.71482		Other		
59a84c11-e279-4505-8480-235028c3d31a	HCM 2464	Hereford	Hereford	52.05684	-2.71482		Other		
9b233b6d-ae78-470d-b7dc-c56f6848bd0a	HCM 2505	Hereford	Hereford	52.05684	-2.71482		Other		
4689c97e-8610-44e6-a519-15d4d0350be6	HCM 2537	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
32aa1ea2-9165-4d51-b905-36af5a528fa6	HCM 2576	Hereford	Hereford	52.05684	-2.71482		Other		
fb5b43d3-8069-496e-8bb8-2ca30835879e	HCM 2579	Hereford	Hereford	52.05684	-2.71482		Other		
ecde30d7-007a-4a54-84a5-6181d9b71ea5	HCM 2580	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
a62eea51-8eae-4b06-81b0-324e9d8aad8c	HCM 2580	Hereford	Hereford	52.05684	-2.71482		Other		
53b79173-56ad-4fe0-9f68-2aff94ae3c7d	HCM 2581	Hereford	Hereford	52.05684	-2.71482		Other		
d56a2853-3d27-465c-9f89-ce7a80492649	HCM 2583	Hereford	Hereford	52.05684	-2.71482		Other		
63185d2c-09a3-4bda-a31e-492561328230	HCM 2584	Hereford	Hereford	52.05684	-2.71482		Other		
ee63b611-fad7-4360-8bd9-7ef87fdb7a8e	HCM 2585	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
18206722-2cca-4202-9858-3b022556bb3d	HCM 2585	Hereford	Hereford	52.05684	-2.71482		Other		
426e36cb-bc6f-471b-b6ff-83ee68f92ec5	HCM 2586	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
d0fe9ee6-1d78-4f02-9f51-dc9fc3e041d3	HCM 2586	Hereford	Hereford	52.05684	-2.71482		Other		
eb0d6b20-5b67-4e4f-9d03-69dabe8a6fa2	HCM 2588	Hereford	Hereford	52.05684	-2.71482		Other		
e2de3546-7122-4db5-880d-e42a95733e26	HCM 2591	Hereford	Hereford	52.05684	-2.71482		Other		
3b96115a-e2d7-4861-a974-b383d9290474	HCM 2592	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
095989ad-d80f-4ac8-8603-fbe5b04ba390	HCM 2594	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
482ffd42-9d13-41aa-8eae-8193a2cee82f	HCM 2594	Hereford	Hereford	52.05684	-2.71482		Other		
238709d7-4756-4aa8-9098-24b9248f3eb8	HCM 2595	Hereford	Hereford	52.05684	-2.71482		Other		
9e383cce-8e3d-407a-8806-b2c196522485	HCM 2596	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
0a85ad45-2258-4615-acfe-977cc4307521	HCM 2596	Hereford	Hereford	52.05684	-2.71482		Other		
7ac47a50-83c1-407d-b7f5-4a54f1e9babd	HCM 2597	Hereford	Hereford	52.05684	-2.71482		Other		
062474e2-c947-417d-9c4b-42e10c4c8316	HCM 2598	Hereford	Hereford	52.05684	-2.71482		Other		
e827df03-b4fe-42da-adc0-ca19edb5e45f	HCM 2599	Hereford	Hereford	52.05684	-2.71482		Other		
86a2d213-9553-4193-aa9f-13de7f17d239	HCM 2600	Hereford	Hereford	52.05684	-2.71482		Other		
d9c755e6-513f-493d-b81f-fae67b4135dc	HCM 2601	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
2097fa3b-62c8-4fee-8394-f7eca16f8fe7	HCM 2601	Hereford	Hereford	52.05684	-2.71482		Other		
19b848db-917e-4bf4-9722-7b574918ae63	HCM 2663	Hereford	Hereford	52.05684	-2.71482		Other		
599427e6-45e5-4e4e-b9cd-1e61019322d6	HCM 2664	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
30717687-1076-4a4b-bf03-c8974c0f5470	HCM 2664	Hereford	Hereford	52.05684	-2.71482		Other		
c04f499b-05d8-428c-b89f-7afd9719a8c4	HCM 2665	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ef582376-e7c2-45da-94b9-eabfd2e00c6d	HCM 2666	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
fc28c82c-c76b-4f25-892e-da8915957cd9	HCM 2666	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
748ff0e9-234b-4b43-8892-7fc3a74b12b4	HCM 2667	Hereford	Hereford	52.05684	-2.71482		Other		
7629de16-d3b8-4bd8-977b-de3b079e56b2	HCM 2668	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
e0fe1862-e287-4b6b-abee-ce5629a8f306	HCM 2668	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
064c3ef7-b3c7-4dac-9a1d-de2214fbd444	HCM 2669	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
dd10b43a-7027-473e-92f7-36a4a2dfaada	HCM 2669	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
ba51de0c-06c1-4978-aab2-5f7c232c22a4	HCM 2670	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
2c966092-c729-4f2c-b498-b135bee71728	HCM 2670	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
5194b7cb-608f-4cdb-bd0d-632ab739aa4f	HCM 2671	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
eb465871-cc27-493a-bf4f-eb4042d61155	HCM 2671	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
334d9e30-0e96-4f22-a54e-faa4706d4917	HCM 2672	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
d8cb06b7-8221-459e-b261-17052b0dd256	HCM 2672	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
6a6afbbe-67f7-4b39-b138-dd1247e5bc9a	HCM 2673	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
39efb4d6-bb2c-4756-b2c6-2a7814dce9f2	HCM 2674	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
7b9dace9-157c-4f6c-b708-46c71c5db650	HCM 2675	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
ac28eeda-4671-4c8b-9c80-1a975cb60703	HCM 2675	Hereford	Hereford	52.05684	-2.71482		Other		
4b7026f7-dbc4-414f-be68-5871ca356574	HCM 2676	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
2cf8a726-f377-4ee3-a388-692d56fcfb7c	HCM 2712	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
8453445e-69a3-4d53-933d-78c866adb354	HCM 2713	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
2a089ef7-a7f1-42ed-b733-0e53da0af510	HCM 2715	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
87470d1d-4021-4ec7-a91c-75b055758a11	HCM 2716	Hereford	Hereford	52.05684	-2.71482		Other		
f30d4c22-fa84-4ac7-9ef3-4bc03055890f	HCM 2718	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
c3628de5-22a9-497a-aae1-951382c2cec5	HCM 2718	Hereford	Hereford	52.05684	-2.71482		Other		
30aeb0e3-013a-4597-851e-cecf96c6415f	HCM 2719	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
d9ab7e11-9060-4c50-a6f7-37d787397eda	HCM 2719	Hereford	Hereford	52.05684	-2.71482		Other		
1ce33bd6-3d8a-493c-aa26-ad1277d436d3	HCM 2720	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
7f864c4e-6d9e-409a-bfe6-f1e374bcd2e2	HCM 2720	Hereford	Hereford	52.05684	-2.71482		Other		
a479e3cc-f4b6-42b8-b5d8-955334ada040	HCM 2721	Hereford	Hereford	52.05684	-2.71482		Other		
ccdeedb6-f9f9-4230-8d7f-585111440d5d	HCM 2722	Hereford	Hereford	52.05684	-2.71482		Other		
2692389f-e9f7-418f-9b0a-e5dda8795f26	HCM 2723	Hereford	Hereford	52.05684	-2.71482		Other		
3e37cf16-24f4-4b6d-8534-ad6d7c855016	HCM 2748	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
c0692193-d43d-4831-b832-7c464c9eb3a6	HCM 2748	Hereford	Hereford	52.05684	-2.71482		Other		
afcc864c-bf68-4494-9245-9d4064f89b75	HCM 2749	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
