UUID	Document Number	QUOTE_TRANSCRIPTION	TYPE	Named by	Role	JOB	TAGS	COMMENTS
960667aa-2bcf-444b-8bcd-dabed08cea58	HCM 3155	Ralph de Stokes	PERSON		Other	canon		
bb96f9ac-8f42-4639-9941-77e4ef9817d3	HCM 3155	Benedict de Paston	PERSON		Other	professor of civil law		
6976822c-b2c3-4a91-a92e-cac465fc08be	HCM 3155	John de Slindon	PERSON		Other			
36e84614-ee20-4081-9887-f1f0dd3464ea	HCM 3155	Geoffrey de Brampton	PERSON		Scribe		Scribe	
be069559-adb6-49f8-a774-bebaf28e9d07	HCM 2995	John de Ros	PERSON		Principal	clerk	Principal	
de6d153f-b834-407f-a7f8-f8c07604eb53	HCM 2995	the dean and chapter of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
be191779-269e-4c11-ac8f-b8e7fa5c54a2	HCM 2995	Adam Murimouth	PERSON		Principal		Principal	
899183a8-4ecb-42bc-b182-715bab6fc5a7	HCM 2995	Adam Murymouth	PERSON		Other			
59217921-8d60-45d7-86b0-621efaaa24c3	HCM 2995	the judges delegated in their cause	PERSON	Office	Other		Collective|Office	
26f25864-b2e7-4aa6-b6d2-56ab9a7c0f93	HCM 2995	the writer's proctor	PERSON	Office	Other		Office	
4a4af398-a42b-49bd-8752-16d61b0a9d53	HCM 2995	the judges	PERSON	Office	Other		Collective|Office	
a2ce7aa6-9705-451c-a27a-d8b101640568	HCM 2995	the dean and chapter	PERSON	Office	Other		Collective|Office	
bb1c147d-e6a0-4ca8-9ef0-a9ae8bbd2bda	HCM 2995	the bishop	PERSON	Office	Other		Office	Richard Swinfield, Bishop of Hereford
8862a0e4-2d9a-4832-95dd-7dd1aa95e90a	HCM 2995	William de Ros	PERSON		Other	archdeacon of Salop,		
6deb7a9e-04a4-4183-a16e-c4141c989844	HCM 2995	Roger Digge	PERSON		Other	his servant		
0aea5d72-47d2-4cfa-9949-ac2deb6367c4	HCM 2996	Richard called Heruy	PERSON		Principal	clerk	Principal	Richard Hervy
f17e9366-3a8e-4736-9aeb-ede4d450b92a	HCM 2996	the dean and chapter of Hereford	PERSON	Office	Other		Collective|Office	
97c2bf6e-0247-4928-92be-1b2b61e136fa	HCM 2996	John de Ros	PERSON		Other			
58b1ce5e-3d1a-45ef-92dd-e99653ffce27	HCM 2996	the said dean and chapter	PERSON	Office	Other		Office|Collective	
85426ce3-1656-4fff-b6e7-b84c1e98a680	HCM 2996	Walter de la Bache	PERSON		Principal		Principal	
48e96752-9b9f-4ef9-8d07-6d41b2134dbe	HCM 2996	the said Richard	PERSON		Other			Richard Hervy
1348b75a-2553-4a93-b5ac-56e0c40fbb64	HCM 2996	his servant	PERSON	Office	Other		Office	that is, the servant of Richard Hervy
857e1e03-2ef6-4096-899f-dfe057ea5e7c	HCM 2996	Richard	PERSON		Other			Richard Hervy
3ff84787-93be-45a9-91d5-897861325ba7	HCM 2996	Adam Murimouth	PERSON		Other			
871d1534-cd37-4378-a91d-274369e960dc	HCM 2996	Thomas de Gynes	PERSON		Other			
35fc355e-cdbc-462e-8b85-0dff0eb136e2	HCM 2996	Adam Murimouth	PERSON		Other			
f65b2c25-2f01-41ef-91b3-1e0545894b8b	HCM 2996	Thomas	PERSON		Other			Thomas de Gyves
3a0d4945-c4ac-4b56-8abb-5c29c32725d7	HCM 2996	the dean and chapter	PERSON	Office	Other		Collective|Office	
cf46b013-25b1-4463-b407-7d665d26f98c	HCM 3008	the proctor of the dean and chapter of Hereford	PERSON	Office	Principal		Office|Principal	
676b9914-c13e-4a03-aae7-02cce7bcff2e	HCM 3008	the dean and chapter of Hereford	PERSON	Office	Principal		Office|Collective|Principal	
fd59a313-e24a-45f0-a18b-d05c9d1f2153	HCM 3008	John de Ros	PERSON		Principal		Principal	
27a69cd8-b0ba-45cf-8338-974f05ee4453	HCM 3008	Peter Guillelmi	PERSON		Principal		Principal	
cc7977d9-6bef-47e9-8746-2a4d55e8566b	HCM 3008	the dean and chapter	PERSON	Office	Other		Collective|Office	
ec6166d7-9664-41e5-a849-86cd7a95a796	HCM 3008	John	PERSON		Other			John de Ross
e6eedeac-723d-4d3a-8f2d-109fb245893d	HCM 2947.G	ROYAL CONFIRMATION	PERSON	Office	Principal		Office|Principal	that is, this is an edict of King Edward II
94fe7ef2-56ff-4cec-bf63-d184c1923cad	HCM 2947.G	the dean and chapter of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
08d55ee4-1157-4e3b-b826-a9c89b38e303	HCM 2947.G	the citizens of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
d142d166-30b6-4d4a-b86c-e304c954e932	HCM 2947.G	Edward III	PERSON		Principal		Principal	King Edward III
4a50a56d-357f-4ac4-a74f-4a490cd59e18	HCM 2947.G	Richard II	PERSON		Principal		Principal	King Richard II
9d957614-98d2-40f0-a04c-e44474d2ecd9	HCM 3001	Hugh de Thornhagh	PERSON		Other	notary public,		
2b786a3f-6893-4c85-8239-b9366681a850	HCM 3001	Thomas de Boleye	PERSON		Other	proctor of the dean and chapter of the cathedral church of Hereford		
0823ab04-2a10-41fc-8954-a2083a5893f7	HCM 3001	the dean and chapter of the cathedral church of Hereford	PERSON	Office	Other		Office|Collective	
6e63fbd7-c539-41d2-b749-9981c6aa9b6a	HCM 3001	William de Ros	PERSON		Other	canon of the said cathedral church		
b01b4ab7-39f7-439f-89af-51c3058870f9	HCM 3001	John de Ros	PERSON		Other			
b546de6f-df4d-40bb-8f40-4343a9ae9ba1	HCM 3001	William	PERSON		Other			William de Ross
ce4700b1-4706-4079-aaa8-8d81948385a0	HCM 3001	the cathedral church of Hereford	PERSON	Collective	Other		Collective	
4c58b51f-5f67-4b35-b11c-050c03fa8fa3	HCM 3001	canons who are personally resident in the said church or who are absent by licence of the chapter furthering the interests of the said church	PERSON	Office	Other		Collective|Office	
ff53bc80-d683-4ef9-948f-541f0b6955ce	HCM 3001	Petrus Guillelmi	PERSON		Other	papal chaplain and auditor,		
6eb16d3e-7928-4e29-a183-839539f9f72e	HCM 3001	the Pope	PERSON	Office	Other		Office	
dda826fa-e4f8-45f2-bd22-37e0ea55e99a	HCM 3001	the dean and chapter	PERSON	Office	Other		Collective|Office	
9c245dc2-6d38-4b88-8dce-ff562c4419ac	HCM 3001	William de Ros	PERSON		Other	proctor of the said magister John,		
5cd0622a-b82f-4b67-8d20-e10a06d5e729	HCM 3001	Stephen Norman	PERSON	Office	Other	subexecutor of the said magister Petrus Guillelmi.	Collective|Office	
af6532e4-18a7-49fc-8cb7-a8d9e640d3de	HCM 3001	the said dean and chapter	PERSON	Office	Other		Collective|Office	
989a3e57-42fe-4119-b40c-77822ba1bb84	HCM 3001	the apostolic see	PERSON	Office	Other		Office|Collective	
a1b5d0f9-dc70-4702-a9b6-d2d983fd65fb	HCM 3001	the Court of Canterbury	PERSON	Office	Other		Collective|Office	
28d8241e-8497-401f-be03-23bb21344578	HCM 3001	Thomas de Penbrugge	PERSON		Other	treasurer	Was at	
68da28e1-b335-4ae5-8846-1c80b1f3dddf	HCM 3001	John Helle	PERSON		Witness	vicar in the church of Hereford	Witness	
15c49b9f-86b0-4ae3-ac29-6771681b189d	HCM 3001	Peter de Wilton	PERSON		Witness	chaplain	Witness	
86c3949a-7616-4604-a635-9ecfeba29e4c	HCM 3001	Gilbert de Bolyngehope	PERSON		Witness		Witness	
680b457a-a28e-4e71-8cf0-23985faac307	HCM 3001	the dean and chapter of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
ee13588d-5ebf-4164-9701-85145fa04dde	HCM 3001	John	PERSON		Other			John de Ross
f9fe8d5b-f1b1-41ac-a54a-7bc459e7cd23	HCM 203	Euerard	PERSON		Principal		Present|Principal	
9b390ba2-2782-4112-b174-620a3b7c4ed5	HCM 203	John le Clerk' de Bristoll	PERSON		Other			
b11e1177-1246-4a44-a514-f62a1270def7	HCM 203	Roger de Breynton	PERSON		Principal	vicar	Principal	
3da3a6f0-29be-4f6c-95dd-7fb9a7e11143	HCM 203	John de la Pounde	PERSON		Other		Nominative	
682fd58a-d6da-4e8f-9744-5654969891ed	HCM 203	Robert de Somersete	PERSON		Other		Nominative	
b8890f2c-391e-49a9-bfef-242f7a4b3876	HCM 203	John Lightfot	PERSON		Other		Present	
33ab32f7-96b8-46fb-88e9-8456bccd53ac	HCM 203	Roger le Taillur	PERSON		Witness	bailiff of the dean and chapter of Hereford	Witness	
3694d4d4-d162-419e-a76c-f18c27316299	HCM 203	John Lightfot	PERSON		Witness		Witness|Present	
583e89fd-f4ed-4d05-9107-2515ab42b7ef	HCM 203	Gilbert Blod	PERSON		Witness		Witness|Present	
9ef48bf1-f4ae-4edf-9596-93a5d72a7e9a	HCM 203	Richard Thurgrym	PERSON		Witness		Witness|Pres	
c6f513c4-f49d-474c-bb34-36f1e9f37009	HCM 203	William Hamelyn	PERSON		Witness		Witness|Present	
824af3da-05e4-4f98-b823-e89ad7ecff6b	HCM 203	John Pryde	PERSON		Witness		Witness|Present	
6a563848-65f2-4fb1-8cbb-8c9852291544	HCM 203	William de Welynton	PERSON		Witness		Witness|Present	
4bd6782d-695e-41cd-b0e9-9d727a414dab	HCM 203	John de Braunford	PERSON		Witness		Witness|Present	
d16f2277-c253-454c-8657-95c1f1846e2f	HCM 203	William le Coruiser	PERSON		Witness		Witness|Scribe|Present	
11977864-c683-435a-8b5e-2e8cf2af5344	HCM 207	Hugh	PERSON		Principal		Principal	
5ed3fb5d-c69d-4529-a487-418d02378f8b	HCM 207	Ralph de Byryton	PERSON		Other			
2493e729-9dcd-4b94-b7b3-a9114d9d47e7	HCM 207	John le Monk	PERSON		Principal	chaplain	Principal	
d288b135-60e6-404f-b554-9e31aa159fad	HCM 207	John de la Barewe	PERSON		Other	tailor		
1be8d20e-1629-4d59-916b-c18c87e594d5	HCM 207	Henry de Welbeton	PERSON		Other			
e18080e2-1ebe-46f0-8f6a-592557f4d6e6	HCM 207	Henry de Orleton	PERSON		Witness	bailiffs	Witness	
e471862a-359c-45aa-99ae-74acc6ab0647	HCM 207	Roger Penk	PERSON		Witness	bailiffs	Witness	
6e172999-48d7-4ceb-81f7-fc2a890609d1	HCM 207	Philip le Werror	PERSON		Witness	bailiffs	Witness	
62a0b51c-b12d-4b97-951d-5c697435eec0	HCM 207	Thomas Tope	PERSON		Witness		Witness	
72771416-1551-4d1e-8ba2-6abdbb60f068	HCM 207	Thomas de Orleton	PERSON		Witness		Witness	
302fae12-dac2-4ce4-9a13-920d5e0a8d0f	HCM 207	Thomas de Stretton	PERSON		Witness		Witness	
731b3796-a7c4-43cc-81a7-fa4fe094b40f	HCM 207	Phillip le taillor	PERSON		Witness		Witness	
cae5d438-e5de-4c81-a307-57361ee24ca6	HCM 207	John de Wormbrugg	PERSON		Witness		Witness|Scribe	
025982c0-7e6c-4f14-9ac4-3624b919af3e	HCM 209	John de Straddel	PERSON		Principal		Principal	
4763c9cf-8e40-48e2-843a-da55eebee740	HCM 209	Richard de Wycombe	PERSON		Other			
b6c1882d-a2eb-45d1-b57c-ff53d9a9a972	HCM 209	Walter Cole de Waddeleye	PERSON		Principal		Principal	
7cab7162-0d0b-4ca9-aba0-258a8ed5de32	HCM 209	Walter	PERSON		Principal		Principal	de Waddeleye
c3f19e9d-89f6-4a72-8956-370548e6c15a	HCM 209	Walter le Spisor	PERSON		Other			
cebf041a-ecc9-4ad4-98d6-9e4b95e21da3	HCM 209	Roger de Ledebury	PERSON		Other			
d0402fde-e846-445e-9769-c9911530ab59	HCM 209	Thomas Tope	PERSON		Witness		Witness	
6e085654-f5c6-43b6-9db2-c04b176e88d4	HCM 209	John Peres	PERSON		Witness		Witness	
64696764-4861-42cb-91f8-b96d93589a6e	HCM 209	Roger de Ledebury	PERSON		Witness		Witness	
b958bc25-68a5-4156-b788-1d6075894087	HCM 209	Hugh de Wormele	PERSON		Witness		Witness	
cd403b59-2635-42f7-b2f1-fad269fec2e5	HCM 209	Hugh de Monyton	PERSON		Witness		Witness	
c821f6c8-c1be-440f-8bf0-b791842a4d89	HCM 209	Phillip de Ipr	PERSON		Witness		Witness	
b4d30cb7-2849-4f65-9850-fe087d14684e	HCM 209	William Bernard	PERSON		Witness		Witness|Scribe	
69bd9c4d-7709-4e3a-98be-0f7651892b87	HCM 218	John	PERSON		Principal		Principal	
b3780cf2-e097-4325-9e77-7a250e3d03a1	HCM 218	Roger de Bruneshope de Hereford	PERSON		Other			
50b2665c-6376-4a10-857a-1e9cb2948e4b	HCM 218	Roger de Brayntone	PERSON		Principal	clerk	Principal	
44d6a8d3-5e60-4db5-80a8-60238828c192	HCM 218	John de Punda	PERSON		Other			
65d763b5-e71a-41a3-8723-8a9ef06764c3	HCM 218	Robert de Somersete	PERSON		Other			
adca1745-c393-48af-8ec2-d97797f9759b	HCM 218	Roger le Tayllor	PERSON		Other	bailiff		
bcc8527f-8a85-456d-b8f4-38fdd30d5821	HCM 218	John de la Barewe	PERSON		Witness		Witness	
89e4e4d4-844a-4370-82e0-d1f4996cbb8f	HCM 218	William	PERSON		Other		Present	
221b3195-2496-42d5-aafb-9423ab849551	HCM 218	William le Coruiser	PERSON		Other			
942093b5-9e0b-4903-ab8d-645b7e4bf70c	HCM 218	Hugh de Monyton	PERSON		Witness		Witness	
104ebf11-59a7-4818-b23f-15c97df16673	HCM 218	Roger called de Ledebury.	PERSON		Witness		Present|Scribe|Witness	
a82fe856-299e-4fc4-b0c5-5d26e3c7bf17	HCM 219	John le Werour	PERSON		Principal	chaplain	Present|Principal	
9825c9ed-166d-4409-b5d9-470aab7c5b03	HCM 219	Walter le Bonde	PERSON		Principal		Present|Principal	
7974aef2-021f-4327-bef3-83bd505f0965	HCM 219	Hugh Leuioth	PERSON		Other			
e37d79d8-a018-4fef-9891-b8af5876e172	HCM 219	Matilda de Magdalona	PERSON		Other			
67111815-f20d-4348-9f7f-84cf3f489f1b	HCM 219	Richard de Cruce	PERSON		Witness	bailiffs	Witness	
cfef431b-258e-4455-9076-d3e68ca5cdc6	HCM 219	Thomas Tope	PERSON		Witness	Richard de Cruce	Witness	
cf8d8268-6473-48ce-afa1-6dc310e6c7d3	HCM 219	John de la Sale	PERSON		Witness	Richard de Cruce	Witness	
532c27d4-c249-489c-91b0-4f7cab5fd4b9	HCM 219	Nicholas de Werham	PERSON		Witness		Witness	
287dd38b-6169-476d-8208-0fea45ece005	HCM 219	John de Luwel	PERSON		Witness		Witness	
a84602e3-ca0c-497d-9d9f-4a37834cfdf7	HCM 219	Henry le Bakare	PERSON		Witness		Witness|Scribe	
cf9e5ac6-713a-4036-93fb-b6b722b7d48d	HCM 755	Richard de Upton	PERSON		Principal		Principal	called de Credeleye|Vicar in the greater church of Hereford
b277ae17-3f9f-4e6a-9c93-c0538802eb2a	HCM 755	Dominus James de Henle	PERSON		Principal		Principal	Canon of Hereford
e35ec1fc-0618-4580-b347-efcd0681d573	HCM 755	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
3dbdd05f-81cf-48d5-96c3-4ef5816a3cbf	HCM 755	Thomas le Breoton	PERSON		Other	canon of Hereford		
239fc928-800b-480b-ae31-f23377dcc50d	HCM 755	Richard	PERSON		Other			
6e560258-91bd-4579-8780-407a3b8971f7	HCM 755	Ralph called le Blake de la Oldehull	PERSON		Other			
62a9e9d2-22b6-4b7c-933c-6d71a8a20196	HCM 755	John Arewy	PERSON		Other			
9a8e9f38-9d11-477f-94d7-c04fbbd1f599	HCM 755	fee of the dean and chapter in Broynton	PERSON	Collective	Other		Collective	
1f1bbb97-32ef-4f15-90ff-0f1e3f633834	HCM 755	Thomas	PERSON		Other			
f1f80b58-f4e0-4c59-931a-f561fd5861ce	HCM 755	Gilbert Whyty	PERSON		Other			
986d1bee-38b9-4c52-af89-100b0828ecd3	HCM 755	Isabella	PERSON		Other			
024847ae-7caa-4566-9ed4-d7f8fee302de	HCM 755	John called le Schypwerd	PERSON		Other			
25d9067d-29f1-4258-a230-4988f337116a	HCM 755	John	PERSON		Other			
7d034a3b-6ac3-4854-af1a-160899aa47eb	HCM 755	William de Orleton	PERSON		Other			
b1fb44fc-d3cf-405a-8e5c-6a86ba56b3aa	HCM 755	John Penebrugg	PERSON		Other			
6c029a8d-24b3-4f6c-ba84-66e95cdb8a12	HCM 755	Lugg	PERSON		Other			
a521cf0f-3c6b-4c81-b671-d11a911689a9	HCM 755	William de Staundon	PERSON		Witness		Witness	
b44fe6d5-2da2-4966-ac9a-2253850d3799	HCM 755	Roger Laurenc' de Eton	PERSON		Witness		Witness	
59087d94-cbb5-4f36-95c4-d529bfc23590	HCM 755	William called le Bonde	PERSON		Witness		Witness	
3215f92c-74c4-4101-b8e2-80c945e2ac5e	HCM 755	Adam Whyty	PERSON		Witness		Witness	
aeee264c-645c-477a-a8fa-03ffd112af88	HCM 755	Hugh called le Schipward	PERSON		Witness		Witness|Scribe	
c2338ae4-76fa-45bc-a172-60748ab6a6e9	HCM 746	John, prior, and convent of Wenlok	PERSON		Principal		Principal	
50ab1887-d8eb-4bf7-867c-25a3181a5807	HCM 746	Church of St. Ethelbert of Hereford and the chapter or the same	PERSON	Collective	Principal		Collective|Principal	
ed71296b-1462-43b2-bd98-e4a84230bc81	HCM 746	William Hamelyn	PERSON		Other			
f5525e0f-9648-44e2-87a6-af68163251ac	HCM 746	Thomas	PERSON		Other			
b32a8cfe-36ac-4bf0-9030-1ee451ca4e8a	HCM 746	Walter called de La Barre	PERSON		Witness		Witness	
b184ed4a-9a99-4350-93f5-73a2d79a66be	HCM 746	John Lythfot	PERSON		Witness		Witness	
07771960-7b14-43f1-ab55-cac5242482ad	HCM 746	Reginald Maniword	PERSON		Witness		Witness	
eaf0b357-6fee-4005-8ce5-a4aba595d79f	HCM 746	Robert Trillek	PERSON		Witness		Witness	
aba32c3f-387b-46c2-bc61-241ca745b36c	HCM 746	Hugh	PERSON		Witness		Witness|Scribe	
b8a92f50-62b5-41f4-b3b1-c5d9f433f7cc	HCM 746	Thomas Tybaud	PERSON		Other			
d556264f-f876-4dc1-a6ee-2cd013586612	HCM 746	John Maniword	PERSON		Witness		Witness	
3b8e8e62-e51e-49f0-b8b8-6e9db2e9764d	HCM 681	Sibil	PERSON		Principal		Principal	
0a490904-aaac-4767-9a02-5e2f5717cffc	HCM 681	William Reed	PERSON		Other		Dead	
06142e5f-cf12-4231-a484-f5f848ec719a	HCM 681	John Iweyn	PERSON		Principal		Principal	Clerk
27926b89-42b0-4169-994b-5617c079b050	HCM 681	John	PERSON		Other			
bc211cba-3a57-4953-badd-7e043da31fa4	HCM 681	Edmund le Walsse	PERSON		Witness		Witness	
3441e4e2-0260-4e7c-b155-24635bd2a0b4	HCM 681	John de Baddesawe	PERSON		Witness		Witness	
11433944-eec2-4b81-8e25-e8551fb99f67	HCM 681	Thomas Aubrey	PERSON		Witness		Witness	
7cc321ae-d220-46c3-ba14-4a5136029ef0	HCM 681	William le Calew	PERSON		Witness		Witness	
e0aa917d-c2e1-43db-b2bd-8572d802923c	HCM 681	William Mangant	PERSON		Witness		Witness	
1b689dcb-3c67-4429-8939-648d72291de3	HCM 681	John Vyncent	PERSON		Witness		Witness	
f19ba370-4941-420f-9a09-ef4a4aa71a9d	HCM 681	Roger Iwayn	PERSON		Witness		Witness|Scribe	
96daac07-826d-4576-9b64-96558ac3efe7	HCM 715	Walter de Maddeleye	PERSON		Witness	notary public	Scribe|Witness	
7c04546a-fb58-4e17-960f-abb14a6bebda	HCM 715	the chief parishioners of Maddeleye	PERSON	Collective	Principal		Principal|Collective	
e1fc3f0f-0e9c-43fc-9af9-c651b6fb3e72	HCM 715	Dean and chapter of Hereford	PERSON	Collective	Principal		Collective|Principal	
9dc182a1-2d0c-4b27-906d-f7e822647603	HCM 700	William Noremon	PERSON		Principal		Principal	
9f2f509e-d477-4b21-8e5d-2f0000dab871	HCM 700	Richard	PERSON		Principal		Principal	
1c456883-d818-4b7a-916a-2fb26acd461d	HCM 700	Richard Monyword	PERSON		Other			
3ba1454c-94aa-4d59-99c4-219a627ef309	HCM 700	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
c443f95f-cad6-4814-83c8-8a125d38906a	HCM 700	Walter	PERSON		Other			
43a64fa5-e6e5-487e-99ab-d3e791bcb931	HCM 700	William de la Hay	PERSON		Other			
5b5bc19e-ada6-4e0f-ad3d-d0dee82d4e2f	HCM 700	Henry de Orleton	PERSON		Witness		Witness	
b3a11e56-e2a6-4dc5-947f-7eae53b66912	HCM 700	Roger Penk	PERSON		Witness	bailiffs	Witness	
0787a40f-6b23-4720-bca6-5e4bce17db2c	HCM 700	Philip le Werror	PERSON		Witness	bailiffs	Witness	
ac757772-4feb-4fd7-8d9c-9fbf6c4b1ff3	HCM 700	John Noreman	PERSON		Other			
83f29391-d12d-4a47-9c80-16a09e67d50f	HCM 700	Walter son of Roger de Mora	PERSON		Other			
6b169398-2e29-40c0-b6c1-56beb34e0f04	HCM 700	Roger de Mora	PERSON		Other			
0efe45d3-8423-4e21-906e-314c79c90a98	HCM 700	Walter de Breynton	PERSON		Witness		Witness	
e386d973-e568-4742-8623-1ffe48cfc677	HCM 700	Roger de Ledebury	PERSON		Witness		Witness	
69bb16f6-b686-4047-aab3-642c0af32f6f	HCM 700	William le Herdemon	PERSON		Witness		Witness|Scribe	
aea3d2a1-0f89-424c-8805-2641fa7c6f0f	HCM 2722	Bishops of Lincoln and London	PERSON	Collective	Principal		Principal|Collective	
d696b6cb-37c7-484d-98fc-a22b80d67f3d	HCM 2722	Pope Clement V	PERSON		Other			
58ace96d-ea70-4e1f-97f2-081d3ae83a89	HCM 2722	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
245760e2-d1a2-47db-a440-ae3e41f3d17f	HCM 2722	John de Wytteney	PERSON		Scribe		Scribe|Proxy	
322b8e3c-8d8f-4ce1-b076-3202a451d651	HCM 2720	Reginald de Orleton	PERSON		Principal		Principal	
398df3d5-fbba-4875-95eb-fabc38201f73	HCM 2720	John de Clere	PERSON		Principal		Principal	
b7e0a3b3-469a-4a2e-872f-bef9de988fa1	HCM 2720	Dean and chapter of the church of St. Ethelbert of Hereford	PERSON	Collective	Principal		Principal|Collective	
54eedbfe-9b46-48f5-b396-69d260fa14ce	HCM 2748	William Valet, subtreasurer of the church of Hereford	PERSON		Principal		Principal	
aac5d283-92a7-4d05-8534-a2abd863ca1f	HCM 2748	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
47934b11-5d1a-4ce8-a0e2-5b11ba911ff7	HCM 2748	William the Young	PERSON		Scribe		Scribe|Proxy	
35e8dc56-8a99-48a2-805c-86c88a31cb92	HCM 2721	Bishops of Lincoln and London	PERSON	Collective	Principal		Collective|Principal	
52a5f4b1-966f-4791-ba14-6d60ad295406	HCM 2721	Pope Clement V	PERSON		Other			
6a92da1a-f028-4b3c-ac62-472e4d9b631c	HCM 2721	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
ff30e430-2309-4d56-96da-042372a4cf40	HCM 2721	John de Wytteney	PERSON		Scribe		Scribe	
8746d41d-6193-40cc-aee1-3903795eb985	HCM 2723	Bishops of Lincoln and London	PERSON	Collective	Principal		Collective|Principal	
98be7069-bf77-454c-b425-d039d6b328bf	HCM 2723	Pope Clement V	PERSON		Other			
b36d8dfa-fe6d-411f-aa66-1f5227bf49db	HCM 2723	Dean and chapter of Hereford	PERSON	Collective	Principal		Principal|Collective	
15769589-562a-4846-b206-506581b1ee09	HCM 2723	Nicholas de Yaneworth	PERSON		Scribe		Scribe|Proxy	
1a3b119a-18a1-4806-835b-8cf245cd4c14	HCM 1930	Edward II	PERSON		Principal		Principal	King Edward II
aad4fc34-22da-49f3-a75d-1abf9c68b112	HCM 1930	the dean and chapter of Hereford	PERSON	Office	Principal	sub-collectors of the annual tenth granted to the King by the Pope	Principal|Collective|Office	
340558af-2c44-4cec-a8dd-5d9501d54a9d	HCM 1930	the king	PERSON		Other			King Edward II
972a7096-c5f4-4329-bab3-892ecd8fdfe2	HCM 1930	the Pope	PERSON	Office	Other		Office	
8f4e6567-3502-4dda-8cd8-fa34fbe779b6	HCM 1930	Menent Francisk' and his fellow-merchants of the society of Bardi [of Florence]	PERSON	Collective	Other	merchants	Collective	
8ab4170f-9fea-4ccb-8614-ed290746e6bf	HCM 1930	Menent Francisk'	PERSON		Other	merchants		merchant of the society of Bardi (Florence)
d3eec06a-0961-4824-8ec3-c922887ca838	HCM 1930	Bardi	PERSON		Other			
71bea832-d842-44ff-b7c6-050b67edd68a	HCM 1930	the dean and chapter	PERSON	Collective	Other		Collective	
b98947c2-3154-4cb0-98a6-9cef9efc9c27	HCM 1930	the said merchants	PERSON	Collective	Other		Collective	of the Bardi of Florence
c281d98f-fd12-46b2-82ee-779ee2083f3c	HCM 1930	the chief collectors of the tenth	PERSON	Office	Other		Collective|Office	
6ea1b205-6ca9-47f8-8069-ae818ad9f4c2	HCM 1929	Edward II	PERSON		Principal		Principal	King Edward II of England
57ad4403-ff54-4cd1-9832-bbeeed4d785c	HCM 1929	Richard Swinfield	PERSON		Principal		Principal	Richard Swinfield
0773b573-bb91-407f-98a2-c55159cfdeed	HCM 1929	Roger de Mortemer	PERSON		Other			Roger Mortimer
4311aa35-a1cd-4b2f-a50c-42a35fcd6b8a	HCM 1929	John le fiuz Hugh Hakelute	PERSON		Other			
b1346163-9578-4cda-a529-7061e2ca1456	HCM 1929	Hugh Hakelute	PERSON		Other	he church of Byford�		
ea2f3dec-9c8a-4b5f-948d-a9e7b2466011	HCM 1929	the prior of Breghenok'	PERSON	Office	Other		Office	
11c6ddbb-04d3-46d6-a2b8-4cd298689736	HCM 1929	the king	PERSON	Office	Other		Office	Edward II
8dc7db02-0993-4952-9375-9ea068428820	HCM 1929	the bishop	PERSON	Office	Other		Office	Richard Swinfield
294319a4-2398-4592-a6e3-699d72a2c00a	HCM 1929	John	PERSON		Other			John le fitz Hugh Hakelute
5f7b52ce-4f31-4d4b-bd73-67cd3e8db8df	HCM 1931	Richard Swinfield, bishop of Hereford	PERSON		Principal		Principal	
492eb2ad-b6f8-4a40-b0c5-2da03914a517	HCM 1931	the dean and chapter of the cathedral church of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
19d1ef1d-b7fe-4ab5-93c1-c0748c420c42	HCM 1931	King Edward II	PERSON		Other			
2f506fd4-c840-4d7d-86f5-a70a32c0ed02	HCM 1931	the bishop	PERSON		Other			Richard Swinfield
6f0c2c33-2aad-4304-b5af-012445dc0d50	HCM 1931	the king	PERSON		Other			Edward II
698d8fcd-ff1b-4c40-99b4-ffbe71cebc96	HCM 1931	the Pope	PERSON	Office	Other		Office	
69bb02ac-8e60-46fb-bf35-c832feb4596a	HCM 1918	William Woderoue of Estenouere	PERSON		Principal		Principal	
cdc9280d-19ca-41a3-b68f-4dfc58232922	HCM 1918	Williom de la Pole of Ledbury	PERSON		Principal		Principal	
ca9b14bc-e468-480d-b6ed-9dddd2d04e90	HCM 1918	Ledbury	PERSON		Other			
86d2a574-e26b-40fc-a21f-c95d6b68b241	HCM 1918	Ralph Berde	PERSON		Other			
4e8bf154-c21c-4c8c-85c3-82677dd93458	HCM 1918	Geoffrey de la Wode	PERSON		Other			
fec38c35-4405-4c60-94a6-f6f4ba64d862	HCM 1918	the rector of the upper hall (superioris aule) of Ledbur	PERSON	Office	Other		Office	
85b20b3a-0a5c-4359-845e-965918d7777c	HCM 1918	John Cayss	PERSON		Witness		Witness	
10d90953-1361-4f6f-8244-cbaec5ee7bfe	HCM 1918	Ralph le Botiler	PERSON		Witness		Witness	
d4fef7f9-c823-4de5-9eeb-de7916411131	HCM 1918	William Balle	PERSON		Witness		Witness	
