UUID	Document Number	QUOTE_TRANSCRIPTION	TYPE	Named by	Role	JOB	TAGS	COMMENTS
47eba39c-9e07-4155-a258-9726eff93e06	HCM 469	Nicholas Wyoch	PERSON		Witness		Witness	
1b4fc05f-291b-448d-8fa9-0dadc539973e	HCM 469	Roger Ocwelmen	PERSON		Other			
a645d970-7cb5-4b78-9a06-60efa0d64bb2	HCM 469	John de la Barewe	PERSON		Other			
b5c89310-64d0-4af9-98c9-4d2e43530ba2	HCM 469	Walter Tope	PERSON		Witness		Witness|Scribe	
763325b4-61b8-4664-92ad-df1411799310	HCM 597	John, dean	PERSON		Principal	dean	Principal	John de Aquablanca, Dean of Hereford
ba2700a7-f1f3-4129-b747-2fb8c96092bc	HCM 597	chapter of Hereford	PERSON	Collective	Principal		Collective|Principal	dean and chapter of Hereford
d90a6b8d-2475-4b6d-99cb-9f4e1c130995	HCM 597	Hugh son of William le Stedemon de Ros, clerk	PERSON		Principal	clerk	Principal	
2c67bde2-b321-4486-abff-7a7da6374cef	HCM 597	William le Stedemon de Ros	PERSON		Other			
67a8961f-ed9a-474f-9991-042cf359bcb8	HCM 597	William le Webbe de Ros	PERSON		Witness		Witness	
76ab1e7b-f929-46cd-a9c6-3947c23a7988	HCM 597	Thomas le Webbe	PERSON		Witness		Witness	
94d07557-ad0a-4252-8857-e76678b1bfa1	HCM 597	Nicholas le Webbe	PERSON		Witness		Witness	
24582461-ee54-48f6-bd1d-a998529ad7af	HCM 597	William	PERSON		Other			William le Stedemon de Ross
4711db31-7b0a-4263-b541-575e702d5a1f	HCM 608	John son of Roger de Bruneshope de Hereford	PERSON		Principal		Principal	
858034d0-fac1-41c0-a29f-72d9c2b9016b	HCM 608	Roger de Bruneshop	PERSON		Other			
09215349-392c-442f-b081-4a6491811f71	HCM 608	Nicholas de Reygate, clerk	PERSON		Principal	clerk	Principal	later, Treasurer of Hereford Cathedral
e50396e6-e362-46bc-8f3f-aa5fa577bf93	HCM 608	Richard de Braumford	PERSON		Other		Dead	
db8bf530-1678-4302-9ac1-67f63cb47150	HCM 608	Alice de Braumford	PERSON		Other			
a7ad02e5-343f-45d1-807e-57eaa2a620f8	HCM 608	Richard	PERSON		Other		Dead	Richard de Braumford
b7c97fb4-bb32-4d31-96c7-0aa89789fdc9	HCM 608	John de la Berne	PERSON		Other			
607d1bcd-07ba-4509-ba80-d4c034b8e401	HCM 608	Hugh Troue	PERSON		Other			
364a0b64-5043-4a3f-8df4-8206a931712c	HCM 608	John de Teyntone	PERSON		Other			
5a010843-7a74-4b3b-913b-8390fd4c9db9	HCM 608	Ralph de Byritone	PERSON		Other			
fff2b182-8e6f-4f56-8179-cfa9865aef89	HCM 608	the lord treasurer of Hereford	PERSON	Office	Other		Office	
b2eb699b-5f19-4576-b5b2-81caeb5886fb	HCM 608	Geoffrey de la Hulle	PERSON		Other			
17751842-c7f7-43b1-96a6-27020a7b8a1f	HCM 608	Geoffrey	PERSON		Other			Geoffrey de la Hulle
fe67b964-56ef-4259-8da4-369f90aa1899	HCM 608	John	PERSON		Other			John de la Hulle
6bbc6f4e-b64a-4226-aa5d-9566946d00a1	HCM 608	John de la Hulle	PERSON		Other			
e640759e-7c96-47ee-8a4d-836343fb5449	HCM 608	John de Kemesynge	PERSON		Other			
922e9a4b-746e-4ad4-85a3-e6ad410a8d99	HCM 608	John	PERSON		Other			John de Kemesynge
01467eae-0f9e-4984-aa4c-b5cbd7a7d71f	HCM 608	John de la Felde	PERSON		Witness	bailiff of the bishop of Herefor	Witness	
75ccbe74-2a84-431a-ad1a-94c6f126d5d9	HCM 608	John de la Barewe	PERSON		Witness		Witness	
f6aba73f-73d6-40fc-976b-a07d7a55d450	HCM 608	John de Seuenak	PERSON		Witness		Witness	
180bc37b-d16b-4932-a727-cca9cec44993	HCM 608	John de la Berne	PERSON		Witness		Witness	
dc534fe9-05fc-4c30-9299-50c066be9e28	HCM 608	John de Kemesynge	PERSON		Witness		Witness	
491dd176-4364-4025-9683-1114a513be42	HCM 608	Hugh Iues	PERSON		Witness		Witness	aka Hugh Ives
36e4ce1f-4268-468f-80aa-c300a1ea1ddd	HCM 608	Hugh le Shipward	PERSON		Witness		Witness|Scribe	
e395b66d-2b93-47c2-b718-434456b69207	HCM 593	Phillip son of Robert le Park	PERSON		Principal		Principal	Philip le Park?
1ec5411b-2d04-48a3-b4fc-2a2962c63858	HCM 593	Robert le Park	PERSON		Other		Dead	
dc1a567f-0ce3-4672-a32c-b3958de979ad	HCM 593	Richard his brother	PERSON		Principal		Principal	Richard le Park [?], son of Robert le Park
1b533e00-a38e-43e9-8e0c-b15f8d81cac6	HCM 593	Lucy (Lutia) grantor's mother	PERSON		Other			that is, Lucy or Lutia le Park, mother of Phillip son of Robert le Park
6422fdd7-22e9-4480-9156-3904dcf5b4ef	HCM 593	Robert de Ho'tone	PERSON		Other			
6e4942e7-863d-4385-a934-44bde694d11a	HCM 593	Lucy	PERSON		Other			that is, Lucy (le Park?), mother of Phillip son of Robert le Park
06ebf13b-19e5-4c7b-97bb-f1df72b96b3b	HCM 593	John Speed	PERSON		Other			
a451740d-eab7-487b-bd9c-9cceef0bd56d	HCM 593	William de Baysham	PERSON		Other			
711ddb5b-5c78-4052-a179-30fd87ca47bb	HCM 593	Margery le Helmscmit	PERSON		Other			
2211a92c-d5cc-4e76-b820-ce4ba4947615	HCM 593	Richard	PERSON		Other			that is, Richard brother of Philip son of Rober le Park
dab45811-46f9-4493-b526-480cfe72c5a6	HCM 593	Hugh	PERSON		Other			brother of Philip son of Robert le Park
8304f00f-20ca-4e17-a1ba-aff2f47ac754	HCM 593	John Yewan	PERSON		Witness		Witness	
90341406-21f7-41a3-bab9-d043f5dbe1cc	HCM 593	William de Baysham	PERSON		Witness		Witness	
c2e2a78b-9131-4987-b250-ef4ea74bf282	HCM 593	David the smith	PERSON		Witness		Witness	
5e560e28-d1f8-4d71-afe1-bb04c4217de9	HCM 593	Robert de Pirytone	PERSON		Witness		Witness	
24970b66-088f-46f2-8faf-ee1cda81a64e	HCM 593	Walter Whytte	PERSON		Witness		Witness|Scribe	
111bb982-b7db-41e1-9088-7e879cce6ecd	HCM 609	Nicholas de Reygate	PERSON		Principal	clerk	Principal	
e9b64aec-5b59-40f1-ad2e-268be52e670e	HCM 609	John son of Roger de Brunsope	PERSON		Principal		Principal	John (de Brunsope?)
87cae4e5-47fb-4a92-82de-ef2901ccd1e3	HCM 609	Roger de Brunsope	PERSON		Other		Dead	
ae8925e8-2ba4-4cbf-ae4f-3f1d128760d4	HCM 609	William Godknave	PERSON		Other			
86b37006-692a-431f-a38f-f995e2e43825	HCM 609	John Lightfot	PERSON		Other	clerk of the king for receiving bonds of debt		
2ebb49ac-57ef-475b-a7a9-566dda7e493b	HCM 609	Richard de Braumford	PERSON		Other		Dead	
f0145074-d17b-4e6f-8a32-cc8512074e6d	HCM 609	Richard	PERSON		Other		Dead	Richard de Braumford
65b7ba32-f24e-444e-916c-1f4a82969cc5	HCM 609	John	PERSON		Other			that is, John son of Roger de Bruneshope
9230fd87-f86c-476f-b671-163a5cc7574b	HCM 609	Nicholas	PERSON		Other			Nicholas de Reygate
844103bf-3b96-4f9c-9b1e-07c9e912b061	HCM 609	Alice de Braumford	PERSON		Other			Alice (de Braumford?), formerly wife of Richard de Braumford
544e2527-83e1-4008-9145-eebdbf130af3	HCM 589	Walter de la Stepple	PERSON		Principal		Principal	
e071b6fc-1297-4f4c-bd4c-c0fc640d57de	HCM 589	Walter de Thornbury,	PERSON		Principal		Principal	
d522eb5b-51e0-4d26-8d00-57aa7f062c58	HCM 589	William his brother	PERSON		Principal		Principal	that is, William (de Thornbury?) brother of Walter de Thornbury
59e337c4-8f9f-42ad-abce-01deef68fda0	HCM 589	Isabel wife of the said William	PERSON		Principal		Principal	that is, Isabel (de Thornbury?), wife of William (de Thornbury?) the brother of Walter de Thornbury
63d3cb98-6c23-4a2d-a23c-5a89155db6ef	HCM 589	William	PERSON		Other			William (de Thornbury?), brother of Walter de Thornbury
2bb496fa-4733-41bc-9944-741b04754b4e	HCM 589	John de la More	PERSON		Witness		Witness	
f673498b-ec93-4203-b54e-a1c9c6ab7602	HCM 589	Richard le Schep	PERSON		Witness		Witness	
5b14b4e3-3ee9-4270-b51e-5880e1bbe56d	HCM 589	Adam de Sned	PERSON		Witness		Witness	
7aa24af4-481d-4b8a-ac61-4ca09d517bb6	HCM 589	William de Bleegh(?)	PERSON		Witness		Witness	
803c216c-ac7b-4434-822f-e60afb625c9e	HCM 589	John de Banwelle	PERSON		Witness		Witness|Scribe	
601e8446-74a4-4cc1-b5a7-9e7aa24c0731	HCM 1065	Richard	PERSON		Principal	bishop of Hereford	Principal	
0f3ea761-efa8-42c9-bc7f-bacce93c1454	HCM 1065	the dean and chapter of Hereford	PERSON	Collective	Other		Collective|Executor	
79271d46-ece7-4071-896a-aa964833f979	HCM 1065	John de la Maudeleyne	PERSON		Principal		Principal	
3a2b0c48-4c1b-4422-ab3f-d1314eec3c3a	HCM 1065	King's justices	PERSON	Collective	Other		Collective	
835a6926-4e0c-41ab-98c9-c8edd1159bf5	HCM 1169	Frater John de Kyngeston	PERSON		Principal		Principal	
e0d34156-8cdb-493a-8ae5-9416f27bd9ba	HCM 1169	Dominus Hugh de Brehousa	PERSON		Principal		Principal	
26301747-784c-4dbd-a07b-b7424b14470d	HCM 1169	John Pryde	PERSON		Other			
18b50a9a-7657-4f81-9e57-dbe32d6f2a56	HCM 1169	Roger de Ledebury	PERSON		Other			
01f00318-66d5-4ef6-9001-4e48eea09f1d	HCM 1169	William Ploume	PERSON		Other			
a546dd95-4a40-4c47-aa4b-f614500f67f6	HCM 1169	John Lylie	PERSON		Other			
706e5fd8-104f-4fa1-99bf-06ce6538435c	HCM 1169	the bishop of Hereford	PERSON	Office	Other		Office	
db05b3b3-a8b9-4243-ac47-b535af2fba86	HCM 1169	Thomas Theobaud	PERSON		Other			
66398625-9ea7-4d8a-871f-df128679fb6b	HCM 1169	John Throm	PERSON		Other			
ec04b32b-238b-4703-9b29-269779fd3aca	HCM 1169	Giles le Deyare	PERSON		Other			
1a576aae-ce0a-4c90-b9d5-51d29f4875d8	HCM 1169	Rushmarsh	PERSON		Other			
0a2921b0-d340-493b-95e0-67344e346e0a	HCM 1169	Reginald Syward	PERSON		Other			
48a6a632-c633-44af-bc85-14ae2ebb7a01	HCM 1077	Robert, called le Dorturer de Selebourne	PERSON		Scribe	notary public	Scribe	
1fc85450-4ffd-4709-a463-2d044a4b4f02	HCM 1077	John de la Barewe	PERSON		Other	clerk		
08828b0c-a8d8-48f3-a93a-2552a138ef88	HCM 1077	William de Tests	PERSON		Other	archidiaconus Aranensis in ecclesis Connen'		
bac634c3-c461-42a2-92d1-6af437eb3304	HCM 1077	Pope Nicholas IV	PERSON		Other			
fcf4d758-a651-4fc8-bd2f-ffe9594cb0a1	HCM 1077	the dean and chapter of Hereford	PERSON	Collective	Other		Collective	
3420e57e-baf1-4bab-8a2c-4652ac38e790	HCM 1077	the archdeacon	PERSON	Office	Other		Office	
5900fbdf-431f-47c8-9be2-f98007c17e74	HCM 1063	Richard, bishop of Hereford	PERSON		Other			
526b4574-fbaa-4141-be93-d47964cd1c98	HCM 1063	Richard	PERSON		Other			
79724e75-2f69-4563-a694-50c28537cc58	HCM 1063	the vicar of the church of Woluyuehop	PERSON	Office	Other		Office	
0370bbe3-858c-4126-8678-da5ba48b31c4	HCM 1063	the imprisoned clerks	PERSON	Collective	Other		Collective	
d5408dbb-eb56-4b08-a038-f15d81331704	HCM 1063	Mary	PERSON		Other			
e06d5daf-3da3-459a-8188-b4e5284276b4	HCM 1063	the steward of the dean and chapter of Hereford	PERSON	Office	Other		Office	
d349f592-1654-4740-a00a-d5df13eda14b	HCM 1059	Richard, bishop of Hereford	PERSON		Other			
231e6af1-53d4-4d23-aadb-8ca02812e7bb	HCM 1059	bishop of Hereford	PERSON		Other			
38397d53-2abb-41f3-bd32-7e5a678e8468	HCM 1059	the dean and chapter of Hereford	PERSON	Collective	Other		Collective	
4edc45e1-2207-41a0-893b-a9769c456d9d	HCM 1059	John, bishop of Llandaff	PERSON		Other			
9b390990-5d71-476d-bdcd-2024920e28c0	HCM 1059	Richardon	PERSON		Other			
8a2f7c3f-960d-43b8-9065-e91d28fc687c	HCM 1417	John de Almalia	PERSON		Scribe	clerk of the diocese of Hereford and notary public	Scribe	
da7c8572-9eec-474a-b3e8-de8307683c73	HCM 1417	clerk of the diocese of Hereford and notary public	PERSON	Office	Other		Office	
bf1d71ba-b209-4a32-9f59-a2a6368b9a50	HCM 1417	John	PERSON		Principal	archbishop of Canterbury	Principal	
7cfb5148-e2a7-45fd-b3bb-022f080c541f	HCM 1417	archbishop of Canterbury	PERSON	Office	Other		Office	
43bb6fdd-c4c4-48f9-9f61-59956184f475	HCM 1417	Henry de Schorn	PERSON		Witness	archdeacon of Hereford	Witness	
e6b24a3d-39e0-4ad2-bf38-68463c126eb0	HCM 1417	archdeacon of Hereford	PERSON	Office	Other		Office	
75d860eb-33f3-4e19-b931-0b5a149daa5e	HCM 1417	William de Kyngescote	PERSON		Witness	canon of Hereford	Witness	
d903a8a2-2e4a-4039-9a48-c518de7a9dad	HCM 1417	canon of Hereford	PERSON	Office	Other		Office	
b8c87725-248c-4c9b-8c2e-86c498ccd08e	HCM 1417	Hugh de Breusa	PERSON		Witness	penitentiary of the church of Hereford	Witness	
e69adca7-5a17-4f2e-b3b7-616380fb8845	HCM 1417	penitentiary of the church of Hereford	PERSON	Office	Other		Office	
b89495a3-f026-4d3e-8085-2b2f46a66f88	HCM 1417	Richard de Wykewane	PERSON		Witness	chaplains	Witness	
deace25d-0f38-4de3-90c9-eeabfabee1d9	HCM 1417	William Vallet	PERSON		Witness	chaplains	Witness	
2f0c55d7-725c-4552-9476-9c951a24d7a9	HCM 1417	John Helle	PERSON		Witness	chaplains	Witness	
2826de1b-b491-4ce6-9317-a2b0121eaa8a	HCM 1417	chaplain	PERSON	Office	Other		Office	
aa51a009-219b-44a9-ae94-454c4d891fd6	HCM 1417	John le Blak	PERSON		Witness	laymen	Witness	
78a44aaf-9ed9-4e5b-86f1-9ff84318a80d	HCM 1417	Walter de Norton	PERSON		Witness	laymen	Witness	
278cd15e-4b26-4c70-8f80-9d75bb3302a6	HCM 1367	Adam	PERSON		Principal	bishop of Hereford	Principal	
b4e47a56-e9d1-4b37-ba44-cfd74d974b74	HCM 1367	bishop of Hereford	PERSON	Office	Other		Office	
e0d840b4-8592-45b6-bc50-1366b6b7d535	HCM 1367	Dean and chapter of Hereford	PERSON	Office	Principal		Office|Collective|Principal	
18fb1e25-d428-4ec9-883b-0fd6054c51eb	HCM 1367	Pope Clement V	PERSON		Other		Dead	
ace4d275-cd2f-4057-90c0-9b10d28c7f39	HCM 1367	King Edward II	PERSON		Other			
a4aa1596-9d50-4be2-8491-2976fa944183	HCM 1367	Pope John XXII	PERSON		Other			
aec34679-c9d1-41e2-9561-3ed0bc8740cd	HCM 1367	the king's treasurer	PERSON	Office	Other		Office	
eeb722fe-589d-454e-8b38-ba6ec6583ce3	HCM 1367	chamberlain	PERSON	Office	Other		Office	the king's chamberlain
4b0b4417-3119-4042-9202-24813c7dccaa	HCM 1367	the dean and chapter of Hereford	PERSON	Office	Other		Collective|Office	
af89b1cf-4d5b-4d68-8026-e3327c8b52a5	HCM 1313	William de Brewosia	PERSON		Principal	lord of the honour of Brember and Gower	Principal	
63bc40d3-529e-4f07-8840-5c8d9f923044	HCM 1313	John Iweyn	PERSON		Principal		Principal	
6f276d27-ce8e-4693-8da2-23cb1302dfea	HCM 1313	Thomas de Sengilton	PERSON		Other			
6f0d333a-d3d2-42f8-a14c-926dd7dc839e	HCM 1313	the burgesses of the town of Sweynes	PERSON	Office	Other		Collective|Office	
a7026425-fbb6-45ee-a12d-b6e0f8f3cbc3	HCM 1313	Robert de Penres	PERSON		Witness		Witness	
73c2f36b-97b7-4cea-9cdb-3705463dcc4f	HCM 1313	Thomas Cothgh	PERSON		Witness		Witness	
ee0d120c-5cab-47e2-bde2-e72d9d77770c	HCM 1313	Peter Knoyl	PERSON		Witness		Witness	
fad96fea-ffbd-4664-98b5-8cc0bb475637	HCM 1313	Robert de Weston	PERSON		Witness		Witness	
394fc76e-02a6-43ab-944a-f8648810b42b	HCM 1313	William Knoyl	PERSON		Witness		Witness	
cfe03ca0-a3f2-434f-82b2-aa295370636d	HCM 1313	Robert Donnyng	PERSON		Witness		Witness	
c228e417-fc45-4378-aa9e-9c8eebf45746	HCM 1313	John Russel	PERSON		Witness		Witness	
cf0b14e2-3c24-4482-b0d7-503a6573e3b2	HCM 1313	Elyas de Roily	PERSON		Witness		Witness|Scribe	
cd83e661-3875-4b5b-9b39-46656f874c47	HCM 1368	Adam Orleton	PERSON		Principal		Principal	
217ebb84-3838-4851-a39a-d965207e71f7	HCM 1368	the dean and chapter of Hereford	PERSON	Office	Principal		Office|Collective|Principal	
7b446d5f-5643-4697-a423-0f9d3a7c086b	HCM 1368	Bartholomew de Badelesmere	PERSON		Principal		Principal	
16ca5bdb-e380-4a29-bb2e-4da4cafdab0f	HCM 1368	Bartholomew de Badlesmere	PERSON		Other			
10d685b8-8100-4c97-8b35-ada815eaf37c	HCM 1368	the dean and chapter	PERSON	Office	Other	collectors of the tenth for the archdeaconry of Salop	Office|Collective	
cb3d5e75-6752-4b3b-8aa1-39de72d1132c	HCM 1368	the abbot and convent of Wigmore	PERSON	Office	Other		Collective|Office	
e2d5a021-1b53-4aa9-ab24-f5d9608ef8c7	HCM 1368	Wigmore	PERSON		Other		Nominative	
fbb19d0d-8c45-4dda-9cd6-62e6a5034099	HCM 1368	their own messengers	PERSON	Office	Other		Collective|Office	
c945bfa7-7f6b-44e2-b7d0-9b1bdfd10753	HCM 1368	the messengers of dominus Bartholomew	PERSON	Office	Other		Collective|Office	
b8cc2d4f-1ed9-4810-b029-369025fc24e3	HCM 1366	Adam	PERSON		Principal	bishop of Hereford	Principal	
476191d8-37ed-4d18-adad-4adc2f9f17f5	HCM 1366	bishop of Hereford	PERSON	Office	Other		Office	
513411bf-cc34-4537-9dc2-08b9e29d87a7	HCM 1366	Dean and chapter of Hereford	PERSON	Office	Principal		Office|Collective|Principal	
7126be9c-8156-4c40-aa5e-79f7ef8e13c9	HCM 1366	Pope Clement V	PERSON		Other			
b300b0f3-bf44-453a-984f-b26b398d53fd	HCM 1366	King Edward II	PERSON		Other			
d07990df-f159-4eb5-a007-965b09f889c1	HCM 1366	Pope John XXII	PERSON		Other			
51ce8f74-6871-4f3f-8d91-a0fd46fb4937	HCM 1679	John	PERSON		Other	abbot		
d5f55328-c5e4-4064-aa2f-6533fe9af190	HCM 1679	John Bele de Wydyngdon	PERSON		Principal		Principal	
b48aaaf6-850b-4bd4-a881-8dec4370a87d	HCM 1679	John le Panyter	PERSON		Other			
610c479a-904f-4507-a93f-edd299f7129b	HCM 1679	John Bele	PERSON		Other			
9b917993-c56d-46cb-91f0-0491f743e42a	HCM 1657	Alice	PERSON		Principal		Executor|Principal	
7735949c-7136-47ed-8f28-825abba4b42c	HCM 1657	Thomas le Brut	PERSON		Other		Dead	
665ac809-15bf-4caf-9118-968d921a2727	HCM 1657	John	PERSON		Principal	abbot	Principal	
5a9f1797-17c4-4f97-960b-9617d7a21edb	HCM 1657	William de Clifford	PERSON		Witness		Witness	
8de32977-9b53-4352-8042-9eaf5580864c	HCM 1657	Stephen de Masyntone	PERSON		Witness		Witness	
da1e584c-c6fc-41ac-99bd-758f591f0e0f	HCM 1657	Richard le Balun	PERSON		Witness		Witness	
a4efc79c-5e6e-4dad-bdcc-2ac3cb5a8240	HCM 1657	William de Pydesmore	PERSON		Witness		Witness	
3fa73e4f-51ee-415e-8fa5-b2bd34b0de8e	HCM 1657	Henry de Wyke	PERSON		Witness		Witness	
99f5d671-5d0e-410d-869a-ea53f2b7a7ed	HCM 1657	Thomas Kec	PERSON		Witness		Witness	
9f08fdfd-294f-4bbb-b673-c5ea88a843c4	HCM 1657	Hugh Odierne	PERSON		Witness		Witness	
937521a2-dc34-463e-b2a6-111a6d5b1e17	HCM 1682	John	PERSON		Principal	abbot	Principal	
655fe31e-f87f-4a9b-8466-a6238869d132	HCM 1682	John atte Mulle	PERSON		Principal		Principal	
422c9281-ba39-458c-972e-978ade55072d	HCM 1682	Herbert atte Mulle	PERSON		Other			
a31adcc0-a263-476e-9b91-956b7b354a15	HCM 1682	Herbert	PERSON		Other			
5e99b593-cebd-4d89-88a5-965cd458efba	HCM 1682	Edith	PERSON		Other			
a9e73e99-e627-4762-bdf4-24a363cc2d3d	HCM 1658	Aymer de Valence	PERSON		Principal		Principal	
6b49a1c7-5659-4b80-acd8-3190906b75c5	HCM 1658	John	PERSON		Principal	abbot	Principal	
c0604572-daa1-4f68-970a-e10bebb99069	HCM 1658a	St. Catherine	PERSON		Other			
f2cf29ee-1241-4351-b60d-af23dcc5e500	HCM 1442	bishops of Mende and London	PERSON	Office	Principal		Office|Collective|Principal	
3fbe9f43-6f1c-4b7e-86b1-d580df198b29	HCM 1442	William	PERSON		Principal	archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England	Principal	
101abfcf-06f9-4b5b-a4f5-456d26a6db67	HCM 1442	archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England	PERSON	Office	Other		Office	
66775277-fb0d-4c1a-aed3-39dfa92448ce	HCM 1442	the Pope	PERSON	Office	Other		Office	
1666f889-955c-4e4e-95fd-fb81833e503d	HCM 1442	Thomas de Cantilupo	PERSON		Other	bishop of Hereford	Dead	
2560a9cc-b718-436f-80be-d85df35bfd8e	HCM 1442	bishop of Hereford	PERSON	Office	Other		Office	
6014fa8e-8d14-4005-8008-644763182328	HCM 1442	the archbishops and bishops of England, their administrators and officials.	PERSON	Office	Principal		Collective|Office|Principal	
2d1e9506-e63f-4981-a04e-bf0aeb3ee5eb	HCM 1442	the said de Cantilupo	PERSON		Other		Dead	Thomas de Cantiljupe
da12d5d3-31b1-4a81-ad6d-e5e9f4c621b3	HCM 1442	the bishop	PERSON	Office	Other		Collective|Office	of England
ce77e295-bde7-49b2-b792-e17e125cb1fb	HCM 1442	the commissioners	PERSON	Office	Other		Collective|Office	that is, the Bishops of Mende and London
49f81339-7a2a-4fc3-aae7-da50b01440d3	HCM 1443	H. de Shorn	PERSON		Principal	archdeacon of Hereford	Principal	Henry de Shorn
5209a7f3-43b7-40b4-bf3f-f531bb4e1ab8	HCM 1443	Shorn'	PERSON		Other		Nominative	
b5a72f9a-028f-40b0-8b7c-5add89738a36	HCM 1443	J., dean	PERSON		Principal	dean	Principal	John de Aqua Blanca, Dean of Hereford
7cb2d14e-b35e-46ea-8cbf-60b826f48311	HCM 1443	the chapter of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
8d6aba0c-224d-4c6c-85db-4b3ae6550a6b	HCM 1443	the papal comissloners	PERSON	Office	Principal		Office|Principal	that is, the Bishops of London and Mende
3bdeb895-35a4-4c0c-8913-489f7babc00d	HCM 1443	Thome de Cantulupo	PERSON		Other	bishop of Hereford	Dead	Thomas de Cantilupe
aba31e48-b1f9-46b6-aaa2-dadfb01c04fa	HCM 1443	The commissioners’ auditors and notaries	PERSON	Office	Other		Collective|Office	
8312f902-6daf-436e-b6b9-1e2e58415ccf	HCM 1443	the archdeacon	PERSON		Other			Henry de Shorn, Archdeacon of Hereford
e9eecb0a-4ffa-4eb1-95e7-4ef7df76280f	HCM 1443	Henry de Schorn	PERSON		Other			
d51ce443-4ec9-46e6-b3e4-bcc303abc61f	HCM 1443	the notaries	PERSON	Office	Other		Collective|Office	
ebd65200-a6ec-45cf-8192-bc878d3a2cff	HCM 1443	Adam de Orl'ton'	PERSON		Other	his proctor		
42081e91-5773-4418-999c-3895a99be543	HCM 1443	the proctor	PERSON	Office	Other		Office	Adam Orleton
9797ef80-b20e-47b0-acde-dc892d7ccee5	HCM 1443	Portuens'	PERSON		Other	commissioners for the dean end chapter of Hereford		Cardinal
7dd1c8c0-ec61-4835-8b20-3247463b5cce	HCM 1443	Guillelmus de Bergamo	PERSON		Other	commissioners for the dean end chapter of Hereford		
77427935-c347-41a6-a6f9-32ce35f1e46b	HCM 1443	the dean and chapter of Hereford	PERSON	Office	Other		Collective|Office	
eb08a1d4-df47-467b-88a7-80a10885de84	HCM 1443	Thomas de Cantilupo	PERSON		Other			
b133c103-8833-4de1-bc18-81489956b260	HCM 1443	Thomas, cardinal of England	PERSON		Other			
e06b18c9-8b8b-4828-aa36-396b8039006f	HCM 1443	the cardinal commissioners	PERSON	Office	Other		Collective|Office	
1f051c49-672f-40fc-a571-224754c2e510	HCM 1443	Thomas de Gynes	PERSON		Other	clerk		
b967289d-6608-40ae-80f4-0ef467fdf73b	HCM 1441	Pope Clement V	PERSON		Principal		Principal	
bd62750d-29bb-454a-8e15-1c93a6666769	HCM 1441	bishops of Mende and London	PERSON	Office	Principal		Office|Collective|Principal	
c1911a2e-32b4-4529-b6b3-785f10e177da	HCM 1441	William	PERSON		Principal	archdeacon of Aran in the church of Comminges, papal chaplain	Principal	
9334ec67-79f2-4e8b-a58a-807962654e3e	HCM 1441	archdeacon of Aran in the church of Comminges, papal chaplain	PERSON	Office	Other		Office	
09a24ce4-41ae-4de9-9eb4-2a4cd1aae16a	HCM 1441	Dean and chapter of Hereford	PERSON	Office	Other		Collective|Office	
20d7eb4b-a598-4e46-905e-6e7b9afeeb06	HCM 1441	Thomas de Cantilupo	PERSON		Other	bishop of Hereford	Dead	
cb015c64-2e6e-4945-9a74-a059da3cb6c3	HCM 1441	bishop of Hereford	PERSON	Office	Other		Office	
341a07f3-b8d3-4f93-8367-e0a32b9850e8	HCM 1441	archbishop of York	PERSON	Office	Other		Office	
3078ca36-5c4d-4994-b4f7-aea614689937	HCM 1441	bishop of Worcester	PERSON	Office	Other		Office	
a136aec8-409e-443c-a640-cf0f5bd57ce3	HCM 1441	fifteen other bishops and seven abbots	PERSON	Office	Other		Collective|Office	
5890e8e6-543a-473c-a3b5-b0c62676f5f1	HCM 1441	Edward I	PERSON		Other			King Edward I
747a650a-9f93-4ac5-9a5f-022972cce40e	HCM 1441	John	PERSON		Other	episcopus Portuen		
55f51208-2dca-40a1-bcf3-6b2e1437d730	HCM 1441	episcopus Portuen	PERSON	Office	Other		Office	
fdc98e3f-91bf-4838-96be-d2db375150ec	HCM 1441	Thomas	PERSON		Other	priest of St. Sabine		
828926f1-1f6d-406a-8fcb-d772c060bf55	HCM 1441	priest of St. Sabine	PERSON	Office	Other		Office	
7071ba25-1eed-43ae-95dc-401201557a26	HCM 1441	William	PERSON		Other	deacon of St. Nicholas in the Tulliam prison		
b117d78c-8411-44b9-9072-c00d28a61203	HCM 1441	deacon of St. Nicholas in the Tulliam prison	PERSON	Office	Other		Office	
64b7e939-86a0-4c2d-8773-aaa1930f7642	HCM 1441	St. Nicholas	PERSON		Other			
9314dde3-f8a1-456d-801e-d9bcc9f05ec2	HCM 1441	cardinals	PERSON	Office	Other		Office	
4dcdb903-abfc-44be-8fc3-908b277ba99c	HCM 1441	the said archdeacon	PERSON		Other			William
fd5a88f7-2146-4943-868a-a6701b184ddc	HCM 1438	John Talebot	PERSON		Principal	executors of the will of magister Philipp Talebot	Executor|Principal	
d307a223-fd8e-4a98-9562-313f079c8da7	HCM 1438	Alfredus	PERSON		Principal	executors of the will of magister Philipp Talebot	Executor|Principal	
d30d634b-923f-484e-b270-7775d9d13357	HCM 1438	chaplain	PERSON	Office	Other		Office	
c3e054c6-a03b-4702-9037-723eea85ae13	HCM 1438	Philipp Talebot	PERSON		Other	canon in the church of Hereford	Dead	
